URL,TIPO DE ENTIDAD,IDENTIFICADOR,TÍTULO,DESCRIPCIÓN,TEMÁTICAS,ETIQUETAS,FECHA DE CREACIÓN,FECHA DE ÚLTIMA MODIFICACIÓN,FRECUENCIA DE ACTUALIZACIÓN,IDIOMAS,ÓRGANO PUBLICADOR,CONDICIONES DE USO,COBERTURA GEOGRÁFICA,COBERTURA TEMPORAL,VIGENCIA DEL RECURSO,RECURSOS RELACIONADOS,NORMATIVA,DISTRIBUCIONES,URL DE ACCESO
https://datos.gob.es/catalogo/ea0042823-viajeros-entrados-por-provincias-procedencia-de-los-viajeros-y-meses-eotr-identificador-api-75448,dataset,urn:ine:es:TABLA:TPX:75448,"[es]Viajeros entrados por provincias, procedencia de los viajeros y meses. EOTR (Identificador API: 75448)[en]Travellers registered by Province of destination, origin of the travellers and month. EOTR (API identifier: 75448)","[es]Tabla de INEbase Viajeros entrados por provincias, procedencia de los viajeros y meses. Encuesta de Ocupación en Alojamientos de Turismo Rural[en]Table of INEBase Travellers registered by Province of destination, origin of the travellers and month. Provinces. Rural Tourist Accommodation Occupancy Survey",Turismo,[es]Abril//Agosto//Diciembre//EOTR//Encuesta de Ocupación en Alojamientos de Turismo Rural//Enero//Estadísticas//Febrero//Hostelería y turismo//Julio//Junio//Marzo//Mayo//No Residentes//Noviembre//Octubre//Oferta turística//Provincias//Residentes en España//Septiembre//Total//meses//procedencia de los viajeros[en]April//August//Catering and tourism//December//February//January//July//June//March//May//Non-residents in Spain//November//October//Provinces//Residents in Spain//Rural Tourist Accommodation Occupancy Survey//September//Statistics//Tourist supply//month//origin of the travellers,,2025-07-10T14:43:45+0200,,http://publications.europa.eu/resource/authority/language/SPA//http://publications.europa.eu/resource/authority/language/ENG,Instituto Nacional de Estadística,https://www.ine.es/aviso_legal,Almería//Cádiz//Córdoba//Granada//Huelva//Jaén//Málaga//Sevilla//Huesca//Teruel//Zaragoza//Asturias//Provincia de Illes Balears//Las Palmas//Santa Cruz de Tenerife//Provincia de Cantabria//Ávila//Burgos//León//Palencia//Salamanca//Segovia//Soria//Valladolid//Zamora//Albacete//Ciudad Real//Cuenca//Guadalajara//Toledo//Barcelona//Girona//Lleida//Tarragona//Alicante//Castellón//Valencia//Badajoz//Cáceres//A Coruña//Lugo//Ourense//Pontevedra//Madrid//Murcia//Navarra//Álava//Guipúzcoa//Vizcaya//Provincia de La Rioja,,,https://www.ine.es/dyngs/IOE/es/operacion.htm?numinv=30238,https://www.ine.es/dynt3/metadatos/es/RespuestaDatos.htm?oe=30238,[TITLE_es]Html[TITLE_en]Html[ACCESS_URL]https://www.ine.es/jaxi/Tabla.htm?tpx=75448[MEDIA_TYPE]HTML//[TITLE_es]Pc-Axis[TITLE_en]Pc-Axis[ACCESS_URL]https://www.ine.es/jaxi/files/tpx/px/75448.px[MEDIA_TYPE]PC-Axis//[TITLE_es]Excel: Extension XLSx[TITLE_en]Excel: XLSx extension[ACCESS_URL]https://www.ine.es/jaxi/files/tpx/xlsx/75448.xlsx[MEDIA_TYPE]XLSX//[TITLE_es]Json[TITLE_en]Json[ACCESS_URL]https://servicios.ine.es/wstempus/js/es/DATOS_TABLA/75448?tip=AM[MEDIA_TYPE]JSON//[TITLE_es]CSV: separado por tabuladores[TITLE_en]CSV: Tab Separated[ACCESS_URL]https://www.ine.es/jaxi/files/tpx/csv_bd/75448.csv[MEDIA_TYPE]CSV//[TITLE_es]CSV: separado por ;[TITLE_en]CSV: Separated by ;[ACCESS_URL]https://www.ine.es/jaxi/files/tpx/csv_bdsc/75448.csv[MEDIA_TYPE]CSV,
