Provincias con mayor número de pernoctaciones;Periodo;Total
09 Burgos;2024M05;1,76
09 Burgos;2024M04;1,94
09 Burgos;2024M03;2,56
09 Burgos;2024M02;2,16
09 Burgos;2024M01;2,03
09 Burgos;2023M12;2,35
09 Burgos;2023M11;2,04
09 Burgos;2023M10;2,37
09 Burgos;2023M09;2,33
09 Burgos;2023M08;2,52
09 Burgos;2023M07;2,15
09 Burgos;2023M06;1,74
09 Burgos;2023M05;1,75
09 Burgos;2023M04;2,24
09 Burgos;2023M03;2,36
09 Burgos;2023M02;1,87
09 Burgos;2023M01;1,78
09 Burgos;2022M12;2,54
09 Burgos;2022M11;1,88
09 Burgos;2022M10;2,34
09 Burgos;2022M09;2,14
09 Burgos;2022M08;3,05
09 Burgos;2022M07;2,41
09 Burgos;2022M06;1,82
09 Burgos;2022M05;1,81
09 Burgos;2022M04;2,22
09 Burgos;2022M03;1,96
09 Burgos;2022M02;1,94
09 Burgos;2022M01;1,9
09 Burgos;2021M12;2,77
09 Burgos;2021M11;2,11
09 Burgos;2021M10;2,06
09 Burgos;2021M09;1,96
09 Burgos;2021M08;2,79
09 Burgos;2021M07;2,54
09 Burgos;2021M06;1,91
09 Burgos;2021M05;2
09 Burgos;2021M04;2,58
09 Burgos;2021M03;2,88
09 Burgos;2021M02;3,47
09 Burgos;2021M01;3,65
09 Burgos;2020M12;2,75
09 Burgos;2020M11;2,87
09 Burgos;2020M10;2,34
09 Burgos;2020M09;2,11
09 Burgos;2020M08;3,28
09 Burgos;2020M07;2,97
09 Burgos;2020M06;2,28
09 Burgos;2020M05;2,59
09 Burgos;2020M04;.
09 Burgos;2020M03;2,2
09 Burgos;2020M02;1,84
09 Burgos;2020M01;1,85
09 Burgos;2019M12;2,51
09 Burgos;2019M11;1,95
09 Burgos;2019M10;1,93
09 Burgos;2019M09;2,16
09 Burgos;2019M08;3,08
09 Burgos;2019M07;2,48
09 Burgos;2019M06;1,75
09 Burgos;2019M05;1,87
09 Burgos;2019M04;2,46
09 Burgos;2019M03;1,99
09 Burgos;2019M02;2,1
09 Burgos;2019M01;2,46
09 Burgos;2018M12;2,7
09 Burgos;2018M11;2,08
09 Burgos;2018M10;2,05
09 Burgos;2018M09;1,83
09 Burgos;2018M08;2,6
09 Burgos;2018M07;2,24
09 Burgos;2018M06;1,8
09 Burgos;2018M05;1,67
09 Burgos;2018M04;1,89
09 Burgos;2018M03;2,19
09 Burgos;2018M02;1,95
09 Burgos;2018M01;1,77
09 Burgos;2017M12;2,75
09 Burgos;2017M11;1,98
09 Burgos;2017M10;2,08
09 Burgos;2017M09;1,83
09 Burgos;2017M08;2,87
09 Burgos;2017M07;2,13
09 Burgos;2017M06;1,86
09 Burgos;2017M05;1,66
09 Burgos;2017M04;2,3
09 Burgos;2017M03;1,73
09 Burgos;2017M02;1,85
09 Burgos;2017M01;1,81
09 Burgos;2016M12;2,39
09 Burgos;2016M11;1,96
09 Burgos;2016M10;2,03
09 Burgos;2016M09;1,63
09 Burgos;2016M08;2,54
09 Burgos;2016M07;1,94
09 Burgos;2016M06;1,72
09 Burgos;2016M05;1,66
09 Burgos;2016M04;1,69
09 Burgos;2016M03;2,53
09 Burgos;2016M02;2,16
09 Burgos;2016M01;1,89
09 Burgos;2015M12;2,94
09 Burgos;2015M11;2,08
09 Burgos;2015M10;1,88
09 Burgos;2015M09;1,64
09 Burgos;2015M08;2,23
09 Burgos;2015M07;2,1
09 Burgos;2015M06;1,73
09 Burgos;2015M05;1,74
09 Burgos;2015M04;2,29
09 Burgos;2015M03;2,24
09 Burgos;2015M02;1,9
09 Burgos;2015M01;2,45
09 Burgos;2014M12;2,37
09 Burgos;2014M11;1,84
09 Burgos;2014M10;1,79
09 Burgos;2014M09;1,74
09 Burgos;2014M08;3,49
09 Burgos;2014M07;2,58
09 Burgos;2014M06;1,83
09 Burgos;2014M05;1,82
09 Burgos;2014M04;2,25
09 Burgos;2014M03;1,97
09 Burgos;2014M02;1,76
09 Burgos;2014M01;2
09 Burgos;2013M12;2,36
09 Burgos;2013M11;2,07
09 Burgos;2013M10;1,81
09 Burgos;2013M09;1,76
09 Burgos;2013M08;3,22
09 Burgos;2013M07;2,48
09 Burgos;2013M06;1,84
09 Burgos;2013M05;1,85
09 Burgos;2013M04;1,98
09 Burgos;2013M03;2,37
09 Burgos;2013M02;1,94
09 Burgos;2013M01;2,17
09 Burgos;2012M12;2,62
09 Burgos;2012M11;2,2
09 Burgos;2012M10;2,13
09 Burgos;2012M09;1,89
09 Burgos;2012M08;3,2
09 Burgos;2012M07;1,94
09 Burgos;2012M06;1,88
09 Burgos;2012M05;1,71
09 Burgos;2012M04;2,74
09 Burgos;2012M03;2,15
09 Burgos;2012M02;2,23
09 Burgos;2012M01;2,38
09 Burgos;2011M12;2,13
09 Burgos;2011M11;2,18
09 Burgos;2011M10;2,3
09 Burgos;2011M09;1,91
09 Burgos;2011M08;3,24
09 Burgos;2011M07;3,13
09 Burgos;2011M06;1,75
09 Burgos;2011M05;1,6
09 Burgos;2011M04;2,23
09 Burgos;2011M03;1,84
09 Burgos;2011M02;1,74
09 Burgos;2011M01;2,01
09 Burgos;2010M12;2,67
09 Burgos;2010M11;1,88
09 Burgos;2010M10;2,36
09 Burgos;2010M09;1,79
09 Burgos;2010M08;3,39
09 Burgos;2010M07;3,02
09 Burgos;2010M06;1,82
09 Burgos;2010M05;1,75
09 Burgos;2010M04;2,43
09 Burgos;2010M03;2,17
09 Burgos;2010M02;1,93
09 Burgos;2010M01;2,14
09 Burgos;2009M12;2,66
09 Burgos;2009M11;2,22
09 Burgos;2009M10;2,34
09 Burgos;2009M09;1,87
09 Burgos;2009M08;3,08
09 Burgos;2009M07;2,46
09 Burgos;2009M06;1,83
09 Burgos;2009M05;1,98
09 Burgos;2009M04;2,41
09 Burgos;2009M03;2,49
09 Burgos;2009M02;2,1
09 Burgos;2009M01;2,65
09 Burgos;2008M12;2,58
09 Burgos;2008M11;2,21
09 Burgos;2008M10;2,15
09 Burgos;2008M09;1,87
09 Burgos;2008M08;3,35
09 Burgos;2008M07;2,76
09 Burgos;2008M06;2,12
09 Burgos;2008M05;2,25
09 Burgos;2008M04;2,11
09 Burgos;2008M03;2,75
09 Burgos;2008M02;2,13
09 Burgos;2008M01;2,71
09 Burgos;2007M12;2,57
09 Burgos;2007M11;2,44
09 Burgos;2007M10;2,36
09 Burgos;2007M09;1,82
09 Burgos;2007M08;3,11
09 Burgos;2007M07;2,44
09 Burgos;2007M06;1,45
09 Burgos;2007M05;1,67
09 Burgos;2007M04;2,8
09 Burgos;2007M03;1,81
09 Burgos;2007M02;2,09
09 Burgos;2007M01;2,2
09 Burgos;2006M12;2,98
09 Burgos;2006M11;2,33
09 Burgos;2006M10;2,85
09 Burgos;2006M09;2,1
09 Burgos;2006M08;3,51
09 Burgos;2006M07;2,71
09 Burgos;2006M06;2
09 Burgos;2006M05;2,1
09 Burgos;2006M04;2,66
09 Burgos;2006M03;1,96
09 Burgos;2006M02;1,96
09 Burgos;2006M01;1,89
09 Burgos;2005M12;2,43
09 Burgos;2005M11;2,35
09 Burgos;2005M10;2,13
09 Burgos;2005M09;2,18
09 Burgos;2005M08;3,58
09 Burgos;2005M07;2,7
09 Burgos;2005M06;1,87
09 Burgos;2005M05;2
09 Burgos;2005M04;2,22
09 Burgos;2005M03;2,56
09 Burgos;2005M02;1,97
09 Burgos;2005M01;2,09
10 Cáceres;2026M06;2,22
10 Cáceres;2026M05;2,24
10 Cáceres;2026M04;2,44
10 Cáceres;2026M03;2,08
10 Cáceres;2026M02;1,98
10 Cáceres;2026M01;1,99
10 Cáceres;2025M12;2,42
10 Cáceres;2025M11;2,26
10 Cáceres;2025M10;2,16
10 Cáceres;2025M09;2,62
10 Cáceres;2025M08;3,06
10 Cáceres;2025M07;2,51
10 Cáceres;2025M06;2,39
10 Cáceres;2025M05;2,43
10 Cáceres;2025M04;2,44
10 Cáceres;2025M03;2,09
10 Cáceres;2025M02;1,97
10 Cáceres;2025M01;2,01
10 Cáceres;2024M12;2,46
10 Cáceres;2024M11;2,09
10 Cáceres;2024M10;1,97
10 Cáceres;2024M09;2,32
10 Cáceres;2024M08;2,87
10 Cáceres;2024M07;2,83
10 Cáceres;2024M06;2,21
10 Cáceres;2024M05;2,32
10 Cáceres;2024M04;2,29
10 Cáceres;2024M03;2,51
10 Cáceres;2024M02;2,15
10 Cáceres;2024M01;2,11
10 Cáceres;2023M12;2,52
10 Cáceres;2023M11;2,1
10 Cáceres;2023M10;2,26
10 Cáceres;2023M09;2,32
10 Cáceres;2023M08;2,91
10 Cáceres;2023M07;2,47
10 Cáceres;2023M06;2,25
10 Cáceres;2023M05;2,34
10 Cáceres;2023M04;2,44
10 Cáceres;2023M03;2,11
10 Cáceres;2023M02;2,25
10 Cáceres;2023M01;2,35
10 Cáceres;2022M12;2,46
10 Cáceres;2022M11;2
10 Cáceres;2022M10;2,07
10 Cáceres;2022M09;2,11
10 Cáceres;2022M08;2,84
10 Cáceres;2022M07;2,4
10 Cáceres;2022M06;2,04
10 Cáceres;2022M05;2,04
10 Cáceres;2022M04;2,37
10 Cáceres;2022M03;1,98
10 Cáceres;2022M02;2,14
10 Cáceres;2022M01;2,21
10 Cáceres;2021M12;2,56
10 Cáceres;2021M11;2,02
10 Cáceres;2021M10;2,25
10 Cáceres;2021M09;2,18
10 Cáceres;2021M08;2,81
10 Cáceres;2021M07;2,4
10 Cáceres;2021M06;2,11
10 Cáceres;2021M05;1,95
10 Cáceres;2021M04;1,98
10 Cáceres;2021M03;2,05
10 Cáceres;2021M02;3,11
10 Cáceres;2021M01;2,72
10 Cáceres;2020M12;2,67
10 Cáceres;2020M11;2,29
10 Cáceres;2020M10;2,4
10 Cáceres;2020M09;2,23
10 Cáceres;2020M08;2,73
10 Cáceres;2020M07;2,52
10 Cáceres;2020M06;2,22
10 Cáceres;2020M05;10,65
10 Cáceres;2020M04;.
10 Cáceres;2020M03;2,23
10 Cáceres;2020M02;2,16
10 Cáceres;2020M01;2,13
10 Cáceres;2019M12;2,43
10 Cáceres;2019M11;2,04
10 Cáceres;2019M10;2
10 Cáceres;2019M09;2,12
10 Cáceres;2019M08;2,59
10 Cáceres;2019M07;2,24
10 Cáceres;2019M06;2,05
10 Cáceres;2019M05;2,24
10 Cáceres;2019M04;2,48
10 Cáceres;2019M03;1,95
10 Cáceres;2019M02;1,9
10 Cáceres;2019M01;1,89
10 Cáceres;2018M12;2,48
10 Cáceres;2018M11;2,01
10 Cáceres;2018M10;2,1
10 Cáceres;2018M09;2
10 Cáceres;2018M08;2,69
10 Cáceres;2018M07;2,31
10 Cáceres;2018M06;2,05
10 Cáceres;2018M05;1,99
10 Cáceres;2018M04;2,4
10 Cáceres;2018M03;2,47
10 Cáceres;2018M02;1,97
10 Cáceres;2018M01;2,16
10 Cáceres;2017M12;2,37
10 Cáceres;2017M11;2,02
10 Cáceres;2017M10;2,13
10 Cáceres;2017M09;2,5
10 Cáceres;2017M08;2,84
10 Cáceres;2017M07;2,45
10 Cáceres;2017M06;2,14
10 Cáceres;2017M05;2,2
10 Cáceres;2017M04;2,45
10 Cáceres;2017M03;1,89
10 Cáceres;2017M02;2
10 Cáceres;2017M01;2,09
10 Cáceres;2016M12;2,41
10 Cáceres;2016M11;2,08
10 Cáceres;2016M10;2,05
10 Cáceres;2016M09;2,2
10 Cáceres;2016M08;2,86
10 Cáceres;2016M07;2,44
10 Cáceres;2016M06;2,02
10 Cáceres;2016M05;2,25
10 Cáceres;2016M04;2,3
10 Cáceres;2016M03;2,64
10 Cáceres;2016M02;2,19
10 Cáceres;2016M01;2,2
10 Cáceres;2015M12;2,48
10 Cáceres;2015M11;2,02
10 Cáceres;2015M10;2,06
10 Cáceres;2015M09;2,02
10 Cáceres;2015M08;3,1
10 Cáceres;2015M07;2,33
10 Cáceres;2015M06;1,9
10 Cáceres;2015M05;2,04
10 Cáceres;2015M04;2,32
10 Cáceres;2015M03;2,07
10 Cáceres;2015M02;1,93
10 Cáceres;2015M01;1,86
10 Cáceres;2014M12;2,35
10 Cáceres;2014M11;1,95
10 Cáceres;2014M10;1,83
10 Cáceres;2014M09;2,29
10 Cáceres;2014M08;3,15
10 Cáceres;2014M07;2,17
10 Cáceres;2014M06;2,14
10 Cáceres;2014M05;2,36
10 Cáceres;2014M04;2,6
10 Cáceres;2014M03;2
10 Cáceres;2014M02;1,84
10 Cáceres;2014M01;1,99
10 Cáceres;2013M12;2,61
10 Cáceres;2013M11;2,01
10 Cáceres;2013M10;1,89
10 Cáceres;2013M09;2,16
10 Cáceres;2013M08;3,34
10 Cáceres;2013M07;2,34
10 Cáceres;2013M06;2,01
10 Cáceres;2013M05;2,18
10 Cáceres;2013M04;2,37
10 Cáceres;2013M03;2,3
10 Cáceres;2013M02;1,89
10 Cáceres;2013M01;1,84
10 Cáceres;2012M12;1,8
10 Cáceres;2012M11;2,2
10 Cáceres;2012M10;2,1
10 Cáceres;2012M09;1,73
10 Cáceres;2012M08;2,91
10 Cáceres;2012M07;2,17
10 Cáceres;2012M06;1,97
10 Cáceres;2012M05;1,99
10 Cáceres;2012M04;2,8
10 Cáceres;2012M03;1,82
10 Cáceres;2012M02;2
10 Cáceres;2012M01;2,02
10 Cáceres;2011M12;2,28
10 Cáceres;2011M11;2,19
10 Cáceres;2011M10;2,05
10 Cáceres;2011M09;2,15
10 Cáceres;2011M08;3,37
10 Cáceres;2011M07;2,52
10 Cáceres;2011M06;2,08
10 Cáceres;2011M05;2,12
10 Cáceres;2011M04;2,4
10 Cáceres;2011M03;2,16
10 Cáceres;2011M02;2,03
10 Cáceres;2011M01;2,12
10 Cáceres;2010M12;2,13
10 Cáceres;2010M11;2,12
10 Cáceres;2010M10;2,36
10 Cáceres;2010M09;2,31
10 Cáceres;2010M08;3,13
10 Cáceres;2010M07;2,47
10 Cáceres;2010M06;2,09
10 Cáceres;2010M05;2,05
10 Cáceres;2010M04;2,55
10 Cáceres;2010M03;2,13
10 Cáceres;2010M02;1,96
10 Cáceres;2010M01;2,28
10 Cáceres;2009M12;2,49
10 Cáceres;2009M11;2,14
10 Cáceres;2009M10;2,02
10 Cáceres;2009M09;2,39
10 Cáceres;2009M08;3,08
10 Cáceres;2009M07;2,3
10 Cáceres;2009M06;1,93
10 Cáceres;2009M05;2,12
10 Cáceres;2009M04;2,66
10 Cáceres;2009M03;2,15
10 Cáceres;2009M02;1,93
10 Cáceres;2009M01;2,32
10 Cáceres;2008M12;2,6
10 Cáceres;2008M11;2,15
10 Cáceres;2008M10;1,96
10 Cáceres;2008M09;2,33
10 Cáceres;2008M08;3,53
10 Cáceres;2008M07;2,73
10 Cáceres;2008M06;1,97
10 Cáceres;2008M05;2,38
10 Cáceres;2008M04;1,93
10 Cáceres;2008M03;2,71
10 Cáceres;2008M02;1,64
10 Cáceres;2008M01;2,21
10 Cáceres;2007M12;2,23
10 Cáceres;2007M11;2,34
10 Cáceres;2007M10;2,13
10 Cáceres;2007M09;2,45
10 Cáceres;2007M08;2,91
10 Cáceres;2007M07;2,4
10 Cáceres;2007M06;1,84
10 Cáceres;2007M05;1,99
10 Cáceres;2007M04;2,72
10 Cáceres;2007M03;1,79
10 Cáceres;2007M02;1,78
10 Cáceres;2007M01;1,98
10 Cáceres;2006M12;2,33
10 Cáceres;2006M11;1,86
10 Cáceres;2006M10;2,38
10 Cáceres;2006M09;2,12
10 Cáceres;2006M08;3,01
10 Cáceres;2006M07;2,19
10 Cáceres;2006M06;1,85
10 Cáceres;2006M05;2,14
10 Cáceres;2006M04;2,5
10 Cáceres;2006M03;1,99
10 Cáceres;2006M02;1,95
10 Cáceres;2006M01;2,39
10 Cáceres;2005M12;2,23
10 Cáceres;2005M11;1,87
10 Cáceres;2005M10;1,97
10 Cáceres;2005M09;2,15
10 Cáceres;2005M08;3,18
10 Cáceres;2005M07;2,39
10 Cáceres;2005M06;1,76
10 Cáceres;2005M05;2,02
10 Cáceres;2005M04;1,74
10 Cáceres;2005M03;2,64
10 Cáceres;2005M02;1,97
10 Cáceres;2005M01;1,53
11 Cádiz;2026M06;2,99
11 Cádiz;2026M05;2,91
11 Cádiz;2026M04;2,34
11 Cádiz;2026M03;2,52
11 Cádiz;2026M02;3,15
11 Cádiz;2026M01;2,74
11 Cádiz;2025M12;2,28
11 Cádiz;2025M11;2,16
11 Cádiz;2025M10;2,46
11 Cádiz;2025M09;2,66
11 Cádiz;2025M08;3,02
11 Cádiz;2025M07;2,96
11 Cádiz;2025M06;2,29
11 Cádiz;2025M05;2,25
11 Cádiz;2025M04;2,37
11 Cádiz;2025M03;2,21
11 Cádiz;2025M02;1,81
11 Cádiz;2025M01;1,84
11 Cádiz;2024M12;2,33
11 Cádiz;2024M11;2,03
11 Cádiz;2024M10;2,04
11 Cádiz;2024M09;2,43
11 Cádiz;2024M08;2,77
11 Cádiz;2024M07;2,8
11 Cádiz;2024M06;2,25
11 Cádiz;2024M05;2,16
11 Cádiz;2024M04;2,44
11 Cádiz;2024M03;2,15
11 Cádiz;2024M02;1,79
11 Cádiz;2024M01;2,44
11 Cádiz;2023M12;2,31
11 Cádiz;2023M11;2,15
11 Cádiz;2023M10;2,24
11 Cádiz;2023M09;2,44
11 Cádiz;2023M08;3,29
11 Cádiz;2023M07;2,7
11 Cádiz;2023M06;2,51
11 Cádiz;2023M05;2,54
11 Cádiz;2023M04;2,47
11 Cádiz;2023M03;2,23
11 Cádiz;2023M02;2,24
11 Cádiz;2023M01;2,23
11 Cádiz;2022M12;2,44
11 Cádiz;2022M11;2,04
11 Cádiz;2022M10;2,08
11 Cádiz;2022M09;2,35
11 Cádiz;2022M08;3,07
11 Cádiz;2022M07;3,03
11 Cádiz;2022M06;2,49
11 Cádiz;2022M05;2,21
11 Cádiz;2022M04;2,17
11 Cádiz;2022M03;2,18
11 Cádiz;2022M02;2,09
11 Cádiz;2022M01;1,89
11 Cádiz;2021M12;2,02
11 Cádiz;2021M11;2,13
11 Cádiz;2021M10;2,15
11 Cádiz;2021M09;2,34
11 Cádiz;2021M08;2,81
11 Cádiz;2021M07;2,51
11 Cádiz;2021M06;1,99
11 Cádiz;2021M05;1,76
11 Cádiz;2021M04;2,07
11 Cádiz;2021M03;1,63
11 Cádiz;2021M02;4,22
11 Cádiz;2021M01;2,76
11 Cádiz;2020M12;2,24
11 Cádiz;2020M11;.
11 Cádiz;2020M10;2,09
11 Cádiz;2020M09;1,97
11 Cádiz;2020M08;3,3
11 Cádiz;2020M07;3
11 Cádiz;2020M06;2,02
11 Cádiz;2020M05;.
11 Cádiz;2020M04;.
11 Cádiz;2020M03;1,83
11 Cádiz;2020M02;2,18
11 Cádiz;2020M01;1,86
11 Cádiz;2019M12;2,55
11 Cádiz;2019M11;2,57
11 Cádiz;2019M10;2,29
11 Cádiz;2019M09;2,95
11 Cádiz;2019M08;3,47
11 Cádiz;2019M07;3,04
11 Cádiz;2019M06;2,07
11 Cádiz;2019M05;2,31
11 Cádiz;2019M04;2,73
11 Cádiz;2019M03;2,45
11 Cádiz;2019M02;2,05
11 Cádiz;2019M01;2,53
11 Cádiz;2018M12;2,98
11 Cádiz;2018M11;2,26
11 Cádiz;2018M10;2,39
11 Cádiz;2018M09;2,19
11 Cádiz;2018M08;2,84
11 Cádiz;2018M07;3,46
11 Cádiz;2018M06;2,15
11 Cádiz;2018M05;2,21
11 Cádiz;2018M04;2,31
11 Cádiz;2018M03;2,27
11 Cádiz;2018M02;2,07
11 Cádiz;2018M01;2,11
11 Cádiz;2017M12;2,74
11 Cádiz;2017M11;2,76
11 Cádiz;2017M10;2,5
11 Cádiz;2017M09;2,49
11 Cádiz;2017M08;3,42
11 Cádiz;2017M07;3,19
11 Cádiz;2017M06;2,79
11 Cádiz;2017M05;2,43
11 Cádiz;2017M04;2,61
11 Cádiz;2017M03;2,39
11 Cádiz;2017M02;2,45
11 Cádiz;2017M01;2,85
11 Cádiz;2016M12;2,85
11 Cádiz;2016M11;4,17
11 Cádiz;2016M10;2,92
11 Cádiz;2016M09;3,35
11 Cádiz;2016M08;2,62
11 Cádiz;2016M07;3,1
11 Cádiz;2016M06;3,03
11 Cádiz;2016M05;2,74
11 Cádiz;2016M04;3
11 Cádiz;2016M03;3,06
11 Cádiz;2016M02;2,53
11 Cádiz;2016M01;3,26
11 Cádiz;2015M12;2,28
11 Cádiz;2015M11;2,3
11 Cádiz;2015M10;2,9
11 Cádiz;2015M09;2,8
11 Cádiz;2015M08;3,11
11 Cádiz;2015M07;3,14
11 Cádiz;2015M06;2,56
11 Cádiz;2015M05;2,64
11 Cádiz;2015M04;2,64
11 Cádiz;2015M03;2,75
11 Cádiz;2015M02;2,18
11 Cádiz;2015M01;1,87
11 Cádiz;2014M12;2,26
11 Cádiz;2014M11;2,7
11 Cádiz;2014M10;2,32
11 Cádiz;2014M09;3,62
11 Cádiz;2014M08;3,34
11 Cádiz;2014M07;3,37
11 Cádiz;2014M06;2,6
11 Cádiz;2014M05;2,38
11 Cádiz;2014M04;2,9
11 Cádiz;2014M03;2,53
11 Cádiz;2014M02;1,97
11 Cádiz;2014M01;1,72
11 Cádiz;2013M12;2,4
11 Cádiz;2013M11;2,23
11 Cádiz;2013M10;2,6
11 Cádiz;2013M09;3,22
11 Cádiz;2013M08;3,09
11 Cádiz;2013M07;3,31
11 Cádiz;2013M06;2,48
11 Cádiz;2013M05;2,31
11 Cádiz;2013M04;2,2
11 Cádiz;2013M03;2
11 Cádiz;2013M02;2,17
11 Cádiz;2013M01;2,13
11 Cádiz;2012M12;2,74
11 Cádiz;2012M11;1,9
11 Cádiz;2012M10;2,65
11 Cádiz;2012M09;2,58
11 Cádiz;2012M08;3,24
11 Cádiz;2012M07;3,63
11 Cádiz;2012M06;2,55
11 Cádiz;2012M05;3,08
11 Cádiz;2012M04;2,82
11 Cádiz;2012M03;1,77
11 Cádiz;2012M02;2,14
11 Cádiz;2012M01;2,59
11 Cádiz;2011M12;2,07
11 Cádiz;2011M11;2,68
11 Cádiz;2011M10;2,89
11 Cádiz;2011M09;3,67
11 Cádiz;2011M08;4,53
11 Cádiz;2011M07;3,41
11 Cádiz;2011M06;3,23
11 Cádiz;2011M05;2,63
11 Cádiz;2011M04;2,97
11 Cádiz;2011M03;2,63
11 Cádiz;2011M02;2,54
11 Cádiz;2011M01;3,08
11 Cádiz;2010M12;2,84
11 Cádiz;2010M11;2,74
11 Cádiz;2010M10;2,09
11 Cádiz;2010M09;2,89
11 Cádiz;2010M08;4,37
11 Cádiz;2010M07;3,58
11 Cádiz;2010M06;2,94
11 Cádiz;2010M05;2,33
11 Cádiz;2010M04;2,72
11 Cádiz;2010M03;2,39
11 Cádiz;2010M02;2,28
11 Cádiz;2010M01;2,92
11 Cádiz;2009M12;2,87
11 Cádiz;2009M11;2,28
11 Cádiz;2009M10;2,51
11 Cádiz;2009M09;2,38
11 Cádiz;2009M08;4,27
11 Cádiz;2009M07;3,58
11 Cádiz;2009M06;3,38
11 Cádiz;2009M05;2,43
11 Cádiz;2009M04;2,41
11 Cádiz;2009M03;3,12
11 Cádiz;2009M02;2,02
11 Cádiz;2009M01;3,61
11 Cádiz;2008M12;2,43
11 Cádiz;2008M11;2,1
11 Cádiz;2008M10;2,24
11 Cádiz;2008M09;3,18
11 Cádiz;2008M08;4,04
11 Cádiz;2008M07;3,58
11 Cádiz;2008M06;2,65
11 Cádiz;2008M05;2,53
11 Cádiz;2008M04;2,6
11 Cádiz;2008M03;3,12
11 Cádiz;2008M02;2,01
11 Cádiz;2008M01;2,7
11 Cádiz;2007M12;2,06
11 Cádiz;2007M11;2,7
11 Cádiz;2007M10;2,29
11 Cádiz;2007M09;2,86
11 Cádiz;2007M08;4,8
11 Cádiz;2007M07;3,83
11 Cádiz;2007M06;2,23
11 Cádiz;2007M05;2,51
11 Cádiz;2007M04;2,89
11 Cádiz;2007M03;1,8
11 Cádiz;2007M02;1,96
11 Cádiz;2007M01;2,1
11 Cádiz;2006M12;2,43
11 Cádiz;2006M11;2,03
11 Cádiz;2006M10;2,42
11 Cádiz;2006M09;2,47
11 Cádiz;2006M08;4,26
11 Cádiz;2006M07;3,75
11 Cádiz;2006M06;3,38
11 Cádiz;2006M05;2,49
11 Cádiz;2006M04;3,1
11 Cádiz;2006M03;2,65
11 Cádiz;2006M02;2,46
11 Cádiz;2006M01;3,61
11 Cádiz;2005M12;2,59
11 Cádiz;2005M11;1,91
11 Cádiz;2005M10;2,86
11 Cádiz;2005M09;2,91
11 Cádiz;2005M08;4,29
11 Cádiz;2005M07;3,65
11 Cádiz;2005M06;3,32
11 Cádiz;2005M05;2,72
11 Cádiz;2005M04;2,34
11 Cádiz;2005M03;2,66
11 Cádiz;2005M02;2,69
11 Cádiz;2005M01;2,2
39 Cantabria;2026M06;2,15
39 Cantabria;2026M05;1,92
39 Cantabria;2026M04;2,25
39 Cantabria;2026M03;2,07
39 Cantabria;2026M02;1,76
39 Cantabria;2026M01;2,26
39 Cantabria;2025M12;2,13
39 Cantabria;2025M11;1,96
39 Cantabria;2025M10;2,08
39 Cantabria;2025M09;2,5
39 Cantabria;2025M08;3,53
39 Cantabria;2025M07;2,81
39 Cantabria;2025M06;2,17
39 Cantabria;2025M05;1,99
39 Cantabria;2025M04;2,27
39 Cantabria;2025M03;1,92
39 Cantabria;2025M02;1,87
39 Cantabria;2025M01;2,14
39 Cantabria;2024M12;2,51
39 Cantabria;2024M11;2,09
39 Cantabria;2024M10;2,08
39 Cantabria;2024M09;2,28
39 Cantabria;2024M08;3,31
39 Cantabria;2024M07;3,17
39 Cantabria;2024M06;2,18
39 Cantabria;2024M05;2,01
39 Cantabria;2024M04;1,97
39 Cantabria;2024M03;2,39
39 Cantabria;2024M02;2,08
39 Cantabria;2024M01;2,11
39 Cantabria;2023M12;2,48
39 Cantabria;2023M11;2,09
39 Cantabria;2023M10;2,23
39 Cantabria;2023M09;2,28
39 Cantabria;2023M08;3,45
39 Cantabria;2023M07;2,97
39 Cantabria;2023M06;2,2
39 Cantabria;2023M05;2,04
39 Cantabria;2023M04;2,31
39 Cantabria;2023M03;2,06
39 Cantabria;2023M02;2,06
39 Cantabria;2023M01;2,22
39 Cantabria;2022M12;2,29
39 Cantabria;2022M11;2,08
39 Cantabria;2022M10;2,02
39 Cantabria;2022M09;2,31
39 Cantabria;2022M08;3,26
39 Cantabria;2022M07;2,82
39 Cantabria;2022M06;2,2
39 Cantabria;2022M05;2,05
39 Cantabria;2022M04;2,26
39 Cantabria;2022M03;1,82
39 Cantabria;2022M02;1,92
39 Cantabria;2022M01;1,85
39 Cantabria;2021M12;2,55
39 Cantabria;2021M11;1,98
39 Cantabria;2021M10;2,25
39 Cantabria;2021M09;2,21
39 Cantabria;2021M08;3,21
39 Cantabria;2021M07;2,69
39 Cantabria;2021M06;2,2
39 Cantabria;2021M05;1,87
39 Cantabria;2021M04;2,08
39 Cantabria;2021M03;2,24
39 Cantabria;2021M02;1,83
39 Cantabria;2021M01;2,04
39 Cantabria;2020M12;2,28
39 Cantabria;2020M11;2,18
39 Cantabria;2020M10;1,91
39 Cantabria;2020M09;2,36
39 Cantabria;2020M08;3,54
39 Cantabria;2020M07;2,89
39 Cantabria;2020M06;1,98
39 Cantabria;2020M05;1,4
39 Cantabria;2020M04;.
39 Cantabria;2020M03;1,75
39 Cantabria;2020M02;1,92
39 Cantabria;2020M01;2,02
39 Cantabria;2019M12;2,2
39 Cantabria;2019M11;1,99
39 Cantabria;2019M10;1,89
39 Cantabria;2019M09;2,35
39 Cantabria;2019M08;3,09
39 Cantabria;2019M07;2,65
39 Cantabria;2019M06;2,05
39 Cantabria;2019M05;2,02
39 Cantabria;2019M04;2,27
39 Cantabria;2019M03;1,91
