Provincias de destino;Procedencia de los viajeros;Meses;Total
31 Navarra;Total;Agosto;94.293
31 Navarra;Total;Septiembre;41.916
31 Navarra;Total;Octubre;32.136
31 Navarra;Total;Noviembre;26.863
31 Navarra;Total;Diciembre;32.817
31 Navarra;Residentes en España;Total;373.332
31 Navarra;Residentes en España;Enero;12.827
31 Navarra;Residentes en España;Febrero;11.687
31 Navarra;Residentes en España;Marzo;24.807
31 Navarra;Residentes en España;Abril;20.713
31 Navarra;Residentes en España;Mayo;21.359
31 Navarra;Residentes en España;Junio;23.355
31 Navarra;Residentes en España;Julio;53.297
31 Navarra;Residentes en España;Agosto;85.478
31 Navarra;Residentes en España;Septiembre;35.995
31 Navarra;Residentes en España;Octubre;28.478
31 Navarra;Residentes en España;Noviembre;24.313
31 Navarra;Residentes en España;Diciembre;31.023
31 Navarra;No residentes en España;Total;68.484
31 Navarra;No residentes en España;Enero;1.601
31 Navarra;No residentes en España;Febrero;696
31 Navarra;No residentes en España;Marzo;1.559
31 Navarra;No residentes en España;Abril;7.935
31 Navarra;No residentes en España;Mayo;13.216
31 Navarra;No residentes en España;Junio;6.625
31 Navarra;No residentes en España;Julio;14.113
31 Navarra;No residentes en España;Agosto;8.816
31 Navarra;No residentes en España;Septiembre;5.921
31 Navarra;No residentes en España;Octubre;3.658
31 Navarra;No residentes en España;Noviembre;2.550
31 Navarra;No residentes en España;Diciembre;1.794
32 Ourense;Total;Total;56.452
32 Ourense;Total;Enero;2.113
32 Ourense;Total;Febrero;2.385
32 Ourense;Total;Marzo;4.168
32 Ourense;Total;Abril;2.733
32 Ourense;Total;Mayo;4.384
32 Ourense;Total;Junio;4.086
32 Ourense;Total;Julio;7.434
32 Ourense;Total;Agosto;12.236
32 Ourense;Total;Septiembre;6.875
32 Ourense;Total;Octubre;4.460
32 Ourense;Total;Noviembre;2.696
32 Ourense;Total;Diciembre;2.881
32 Ourense;Residentes en España;Total;46.279
32 Ourense;Residentes en España;Enero;1.690
32 Ourense;Residentes en España;Febrero;1.959
32 Ourense;Residentes en España;Marzo;3.753
32 Ourense;Residentes en España;Abril;2.037
32 Ourense;Residentes en España;Mayo;3.374
32 Ourense;Residentes en España;Junio;3.211
32 Ourense;Residentes en España;Julio;6.071
32 Ourense;Residentes en España;Agosto;10.394
32 Ourense;Residentes en España;Septiembre;5.332
32 Ourense;Residentes en España;Octubre;3.653
32 Ourense;Residentes en España;Noviembre;2.317
32 Ourense;Residentes en España;Diciembre;2.489
32 Ourense;No residentes en España;Total;10.173
32 Ourense;No residentes en España;Enero;424
32 Ourense;No residentes en España;Febrero;426
32 Ourense;No residentes en España;Marzo;415
32 Ourense;No residentes en España;Abril;696
32 Ourense;No residentes en España;Mayo;1.010
32 Ourense;No residentes en España;Junio;875
32 Ourense;No residentes en España;Julio;1.362
32 Ourense;No residentes en España;Agosto;1.842
32 Ourense;No residentes en España;Septiembre;1.543
32 Ourense;No residentes en España;Octubre;807
32 Ourense;No residentes en España;Noviembre;379
32 Ourense;No residentes en España;Diciembre;392
34 Palencia;Total;Total;119.553
34 Palencia;Total;Enero;4.487
34 Palencia;Total;Febrero;4.828
34 Palencia;Total;Marzo;8.666
34 Palencia;Total;Abril;7.565
34 Palencia;Total;Mayo;8.907
34 Palencia;Total;Junio;9.154
34 Palencia;Total;Julio;16.389
34 Palencia;Total;Agosto;23.416
34 Palencia;Total;Septiembre;11.248
34 Palencia;Total;Octubre;10.684
34 Palencia;Total;Noviembre;7.607
34 Palencia;Total;Diciembre;6.602
34 Palencia;Residentes en España;Total;103.890
34 Palencia;Residentes en España;Enero;4.127
34 Palencia;Residentes en España;Febrero;4.275
34 Palencia;Residentes en España;Marzo;7.734
34 Palencia;Residentes en España;Abril;6.507
34 Palencia;Residentes en España;Mayo;6.997
34 Palencia;Residentes en España;Junio;7.140
34 Palencia;Residentes en España;Julio;13.963
34 Palencia;Residentes en España;Agosto;21.086
34 Palencia;Residentes en España;Septiembre;9.500
34 Palencia;Residentes en España;Octubre;9.346
34 Palencia;Residentes en España;Noviembre;7.078
34 Palencia;Residentes en España;Diciembre;6.137
34 Palencia;No residentes en España;Total;15.663
34 Palencia;No residentes en España;Enero;360
34 Palencia;No residentes en España;Febrero;553
34 Palencia;No residentes en España;Marzo;932
34 Palencia;No residentes en España;Abril;1.058
34 Palencia;No residentes en España;Mayo;1.909
34 Palencia;No residentes en España;Junio;2.014
34 Palencia;No residentes en España;Julio;2.427
34 Palencia;No residentes en España;Agosto;2.331
34 Palencia;No residentes en España;Septiembre;1.748
34 Palencia;No residentes en España;Octubre;1.337
34 Palencia;No residentes en España;Noviembre;529
34 Palencia;No residentes en España;Diciembre;465
35 Palmas, Las;Total;Total;100.201
35 Palmas, Las;Total;Enero;10.993
35 Palmas, Las;Total;Febrero;10.348
35 Palmas, Las;Total;Marzo;10.958
35 Palmas, Las;Total;Abril;8.954
35 Palmas, Las;Total;Mayo;7.279
35 Palmas, Las;Total;Junio;4.453
35 Palmas, Las;Total;Julio;7.183
35 Palmas, Las;Total;Agosto;7.503
35 Palmas, Las;Total;Septiembre;6.351
35 Palmas, Las;Total;Octubre;6.826
35 Palmas, Las;Total;Noviembre;10.815
35 Palmas, Las;Total;Diciembre;8.537
35 Palmas, Las;Residentes en España;Total;27.148
35 Palmas, Las;Residentes en España;Enero;1.549
35 Palmas, Las;Residentes en España;Febrero;1.233
35 Palmas, Las;Residentes en España;Marzo;2.274
35 Palmas, Las;Residentes en España;Abril;2.141
35 Palmas, Las;Residentes en España;Mayo;2.365
35 Palmas, Las;Residentes en España;Junio;2.108
35 Palmas, Las;Residentes en España;Julio;3.587
35 Palmas, Las;Residentes en España;Agosto;3.973
35 Palmas, Las;Residentes en España;Septiembre;2.482
35 Palmas, Las;Residentes en España;Octubre;2.217
35 Palmas, Las;Residentes en España;Noviembre;1.727
35 Palmas, Las;Residentes en España;Diciembre;1.491
35 Palmas, Las;No residentes en España;Total;73.053
35 Palmas, Las;No residentes en España;Enero;9.444
35 Palmas, Las;No residentes en España;Febrero;9.116
35 Palmas, Las;No residentes en España;Marzo;8.684
35 Palmas, Las;No residentes en España;Abril;6.813
35 Palmas, Las;No residentes en España;Mayo;4.914
35 Palmas, Las;No residentes en España;Junio;2.345
35 Palmas, Las;No residentes en España;Julio;3.596
35 Palmas, Las;No residentes en España;Agosto;3.530
35 Palmas, Las;No residentes en España;Septiembre;3.869
35 Palmas, Las;No residentes en España;Octubre;4.609
35 Palmas, Las;No residentes en España;Noviembre;9.088
35 Palmas, Las;No residentes en España;Diciembre;7.046
36 Pontevedra;Total;Total;97.562
36 Pontevedra;Total;Enero;1.178
36 Pontevedra;Total;Febrero;1.354
36 Pontevedra;Total;Marzo;3.503
36 Pontevedra;Total;Abril;5.070
36 Pontevedra;Total;Mayo;8.233
36 Pontevedra;Total;Junio;10.239
36 Pontevedra;Total;Julio;16.933
36 Pontevedra;Total;Agosto;28.605
36 Pontevedra;Total;Septiembre;11.196
36 Pontevedra;Total;Octubre;6.036
36 Pontevedra;Total;Noviembre;2.227
36 Pontevedra;Total;Diciembre;2.988
36 Pontevedra;Residentes en España;Total;74.359
36 Pontevedra;Residentes en España;Enero;1.019
36 Pontevedra;Residentes en España;Febrero;1.289
36 Pontevedra;Residentes en España;Marzo;3.121
36 Pontevedra;Residentes en España;Abril;2.876
36 Pontevedra;Residentes en España;Mayo;5.360
36 Pontevedra;Residentes en España;Junio;6.948
36 Pontevedra;Residentes en España;Julio;14.113
36 Pontevedra;Residentes en España;Agosto;24.108
36 Pontevedra;Residentes en España;Septiembre;7.555
36 Pontevedra;Residentes en España;Octubre;3.596
36 Pontevedra;Residentes en España;Noviembre;1.780
36 Pontevedra;Residentes en España;Diciembre;2.595
36 Pontevedra;No residentes en España;Total;23.203
36 Pontevedra;No residentes en España;Enero;159
36 Pontevedra;No residentes en España;Febrero;65
36 Pontevedra;No residentes en España;Marzo;381
36 Pontevedra;No residentes en España;Abril;2.194
36 Pontevedra;No residentes en España;Mayo;2.872
36 Pontevedra;No residentes en España;Junio;3.292
36 Pontevedra;No residentes en España;Julio;2.820
36 Pontevedra;No residentes en España;Agosto;4.497
36 Pontevedra;No residentes en España;Septiembre;3.641
36 Pontevedra;No residentes en España;Octubre;2.441
36 Pontevedra;No residentes en España;Noviembre;447
36 Pontevedra;No residentes en España;Diciembre;393
26 Rioja, La;Total;Total;80.365
26 Rioja, La;Total;Enero;1.906
26 Rioja, La;Total;Febrero;3.302
26 Rioja, La;Total;Marzo;7.158
26 Rioja, La;Total;Abril;5.368
26 Rioja, La;Total;Mayo;7.006
26 Rioja, La;Total;Junio;5.937
26 Rioja, La;Total;Julio;8.682
26 Rioja, La;Total;Agosto;14.329
26 Rioja, La;Total;Septiembre;7.286
26 Rioja, La;Total;Octubre;7.344
26 Rioja, La;Total;Noviembre;5.428
26 Rioja, La;Total;Diciembre;6.619
26 Rioja, La;Residentes en España;Total;62.877
26 Rioja, La;Residentes en España;Enero;1.432
26 Rioja, La;Residentes en España;Febrero;2.244
26 Rioja, La;Residentes en España;Marzo;6.303
26 Rioja, La;Residentes en España;Abril;4.196
26 Rioja, La;Residentes en España;Mayo;4.909
26 Rioja, La;Residentes en España;Junio;3.812
26 Rioja, La;Residentes en España;Julio;6.291
26 Rioja, La;Residentes en España;Agosto;11.637
26 Rioja, La;Residentes en España;Septiembre;5.006
26 Rioja, La;Residentes en España;Octubre;6.015
26 Rioja, La;Residentes en España;Noviembre;4.852
26 Rioja, La;Residentes en España;Diciembre;6.180
26 Rioja, La;No residentes en España;Total;17.488
26 Rioja, La;No residentes en España;Enero;474
26 Rioja, La;No residentes en España;Febrero;1.058
26 Rioja, La;No residentes en España;Marzo;855
26 Rioja, La;No residentes en España;Abril;1.171
26 Rioja, La;No residentes en España;Mayo;2.097
26 Rioja, La;No residentes en España;Junio;2.125
26 Rioja, La;No residentes en España;Julio;2.391
26 Rioja, La;No residentes en España;Agosto;2.692
26 Rioja, La;No residentes en España;Septiembre;2.280
26 Rioja, La;No residentes en España;Octubre;1.329
26 Rioja, La;No residentes en España;Noviembre;576
26 Rioja, La;No residentes en España;Diciembre;439
37 Salamanca;Total;Total;190.617
37 Salamanca;Total;Enero;6.673
37 Salamanca;Total;Febrero;9.101
37 Salamanca;Total;Marzo;17.151
37 Salamanca;Total;Abril;11.841
37 Salamanca;Total;Mayo;12.196
37 Salamanca;Total;Junio;13.053
37 Salamanca;Total;Julio;21.418
37 Salamanca;Total;Agosto;39.588
37 Salamanca;Total;Septiembre;14.733
37 Salamanca;Total;Octubre;12.951
37 Salamanca;Total;Noviembre;10.885
37 Salamanca;Total;Diciembre;21.026
37 Salamanca;Residentes en España;Total;169.650
37 Salamanca;Residentes en España;Enero;5.912
37 Salamanca;Residentes en España;Febrero;8.447
37 Salamanca;Residentes en España;Marzo;16.353
37 Salamanca;Residentes en España;Abril;10.083
37 Salamanca;Residentes en España;Mayo;10.814
37 Salamanca;Residentes en España;Junio;11.624
37 Salamanca;Residentes en España;Julio;18.702
37 Salamanca;Residentes en España;Agosto;34.792
37 Salamanca;Residentes en España;Septiembre;12.428
37 Salamanca;Residentes en España;Octubre;11.428
37 Salamanca;Residentes en España;Noviembre;9.521
37 Salamanca;Residentes en España;Diciembre;19.547
37 Salamanca;No residentes en España;Total;20.967
37 Salamanca;No residentes en España;Enero;762
37 Salamanca;No residentes en España;Febrero;653
37 Salamanca;No residentes en España;Marzo;798
37 Salamanca;No residentes en España;Abril;1.758
37 Salamanca;No residentes en España;Mayo;1.382
37 Salamanca;No residentes en España;Junio;1.430
37 Salamanca;No residentes en España;Julio;2.716
37 Salamanca;No residentes en España;Agosto;4.796
37 Salamanca;No residentes en España;Septiembre;2.305
37 Salamanca;No residentes en España;Octubre;1.524
37 Salamanca;No residentes en España;Noviembre;1.365
37 Salamanca;No residentes en España;Diciembre;1.479
38 Santa Cruz de Tenerife;Total;Total;297.831
38 Santa Cruz de Tenerife;Total;Enero;35.525
38 Santa Cruz de Tenerife;Total;Febrero;32.449
38 Santa Cruz de Tenerife;Total;Marzo;28.828
38 Santa Cruz de Tenerife;Total;Abril;22.244
38 Santa Cruz de Tenerife;Total;Mayo;17.105
38 Santa Cruz de Tenerife;Total;Junio;14.440
38 Santa Cruz de Tenerife;Total;Julio;18.748
38 Santa Cruz de Tenerife;Total;Agosto;24.246
38 Santa Cruz de Tenerife;Total;Septiembre;19.657
38 Santa Cruz de Tenerife;Total;Octubre;23.905
38 Santa Cruz de Tenerife;Total;Noviembre;31.994
38 Santa Cruz de Tenerife;Total;Diciembre;28.690
38 Santa Cruz de Tenerife;Residentes en España;Total;91.892
38 Santa Cruz de Tenerife;Residentes en España;Enero;7.598
38 Santa Cruz de Tenerife;Residentes en España;Febrero;7.910
38 Santa Cruz de Tenerife;Residentes en España;Marzo;6.214
38 Santa Cruz de Tenerife;Residentes en España;Abril;5.485
38 Santa Cruz de Tenerife;Residentes en España;Mayo;6.431
38 Santa Cruz de Tenerife;Residentes en España;Junio;6.646
38 Santa Cruz de Tenerife;Residentes en España;Julio;9.134
38 Santa Cruz de Tenerife;Residentes en España;Agosto;12.539
38 Santa Cruz de Tenerife;Residentes en España;Septiembre;8.861
38 Santa Cruz de Tenerife;Residentes en España;Octubre;7.069
38 Santa Cruz de Tenerife;Residentes en España;Noviembre;7.828
38 Santa Cruz de Tenerife;Residentes en España;Diciembre;6.176
38 Santa Cruz de Tenerife;No residentes en España;Total;205.939
38 Santa Cruz de Tenerife;No residentes en España;Enero;27.928
38 Santa Cruz de Tenerife;No residentes en España;Febrero;24.539
38 Santa Cruz de Tenerife;No residentes en España;Marzo;22.614
38 Santa Cruz de Tenerife;No residentes en España;Abril;16.759
38 Santa Cruz de Tenerife;No residentes en España;Mayo;10.674
38 Santa Cruz de Tenerife;No residentes en España;Junio;7.794
38 Santa Cruz de Tenerife;No residentes en España;Julio;9.614
38 Santa Cruz de Tenerife;No residentes en España;Agosto;11.707
38 Santa Cruz de Tenerife;No residentes en España;Septiembre;10.795
38 Santa Cruz de Tenerife;No residentes en España;Octubre;16.836
38 Santa Cruz de Tenerife;No residentes en España;Noviembre;24.166
38 Santa Cruz de Tenerife;No residentes en España;Diciembre;22.514
40 Segovia;Total;Total;255.584
40 Segovia;Total;Enero;12.242
40 Segovia;Total;Febrero;11.884
40 Segovia;Total;Marzo;24.187
40 Segovia;Total;Abril;19.025
40 Segovia;Total;Mayo;21.786
40 Segovia;Total;Junio;22.580
40 Segovia;Total;Julio;23.147
40 Segovia;Total;Agosto;27.832
40 Segovia;Total;Septiembre;20.843
40 Segovia;Total;Octubre;21.257
40 Segovia;Total;Noviembre;22.781
40 Segovia;Total;Diciembre;28.021
40 Segovia;Residentes en España;Total;235.648
40 Segovia;Residentes en España;Enero;11.372
40 Segovia;Residentes en España;Febrero;11.254
40 Segovia;Residentes en España;Marzo;22.481
40 Segovia;Residentes en España;Abril;17.220
40 Segovia;Residentes en España;Mayo;19.236
40 Segovia;Residentes en España;Junio;19.616
40 Segovia;Residentes en España;Julio;20.956
40 Segovia;Residentes en España;Agosto;25.491
40 Segovia;Residentes en España;Septiembre;19.009
40 Segovia;Residentes en España;Octubre;20.432
40 Segovia;Residentes en España;Noviembre;22.264
40 Segovia;Residentes en España;Diciembre;26.316
40 Segovia;No residentes en España;Total;19.936
40 Segovia;No residentes en España;Enero;870
40 Segovia;No residentes en España;Febrero;630
40 Segovia;No residentes en España;Marzo;1.706
40 Segovia;No residentes en España;Abril;1.805
40 Segovia;No residentes en España;Mayo;2.550
40 Segovia;No residentes en España;Junio;2.963
40 Segovia;No residentes en España;Julio;2.191
40 Segovia;No residentes en España;Agosto;2.341
40 Segovia;No residentes en España;Septiembre;1.834
40 Segovia;No residentes en España;Octubre;825
40 Segovia;No residentes en España;Noviembre;517
40 Segovia;No residentes en España;Diciembre;1.706
41 Sevilla;Total;Total;114.763
41 Sevilla;Total;Enero;4.294
41 Sevilla;Total;Febrero;5.899
41 Sevilla;Total;Marzo;8.667
41 Sevilla;Total;Abril;5.694
41 Sevilla;Total;Mayo;8.234
41 Sevilla;Total;Junio;7.478
41 Sevilla;Total;Julio;15.287
41 Sevilla;Total;Agosto;20.981
41 Sevilla;Total;Septiembre;10.575
41 Sevilla;Total;Octubre;7.964
41 Sevilla;Total;Noviembre;8.734
41 Sevilla;Total;Diciembre;10.956
41 Sevilla;Residentes en España;Total;90.423
41 Sevilla;Residentes en España;Enero;4.109
41 Sevilla;Residentes en España;Febrero;5.457
41 Sevilla;Residentes en España;Marzo;7.460
41 Sevilla;Residentes en España;Abril;3.832
41 Sevilla;Residentes en España;Mayo;4.813
41 Sevilla;Residentes en España;Junio;6.046
41 Sevilla;Residentes en España;Julio;11.090
41 Sevilla;Residentes en España;Agosto;15.280
41 Sevilla;Residentes en España;Septiembre;8.290
41 Sevilla;Residentes en España;Octubre;5.945
41 Sevilla;Residentes en España;Noviembre;7.411
41 Sevilla;Residentes en España;Diciembre;10.690
41 Sevilla;No residentes en España;Total;24.341
41 Sevilla;No residentes en España;Enero;185
41 Sevilla;No residentes en España;Febrero;442
41 Sevilla;No residentes en España;Marzo;1.207
41 Sevilla;No residentes en España;Abril;1.862
41 Sevilla;No residentes en España;Mayo;3.421
41 Sevilla;No residentes en España;Junio;1.432
41 Sevilla;No residentes en España;Julio;4.197
41 Sevilla;No residentes en España;Agosto;5.701
41 Sevilla;No residentes en España;Septiembre;2.286
41 Sevilla;No residentes en España;Octubre;2.020
41 Sevilla;No residentes en España;Noviembre;1.323
41 Sevilla;No residentes en España;Diciembre;266
42 Soria;Total;Total;217.795
42 Soria;Total;Enero;6.223
42 Soria;Total;Febrero;8.337
42 Soria;Total;Marzo;18.375
42 Soria;Total;Abril;13.336
42 Soria;Total;Mayo;13.743
42 Soria;Total;Junio;14.390
42 Soria;Total;Julio;25.074
42 Soria;Total;Agosto;44.927
42 Soria;Total;Septiembre;17.108
42 Soria;Total;Octubre;21.771
42 Soria;Total;Noviembre;17.365
42 Soria;Total;Diciembre;17.147
42 Soria;Residentes en España;Total;206.156
42 Soria;Residentes en España;Enero;6.072
42 Soria;Residentes en España;Febrero;7.727
42 Soria;Residentes en España;Marzo;17.697
42 Soria;Residentes en España;Abril;12.359
42 Soria;Residentes en España;Mayo;12.824
42 Soria;Residentes en España;Junio;13.506
42 Soria;Residentes en España;Julio;23.821
42 Soria;Residentes en España;Agosto;43.142
42 Soria;Residentes en España;Septiembre;15.653
42 Soria;Residentes en España;Octubre;20.514
42 Soria;Residentes en España;Noviembre;16.324
42 Soria;Residentes en España;Diciembre;16.518
42 Soria;No residentes en España;Total;11.638
42 Soria;No residentes en España;Enero;151
42 Soria;No residentes en España;Febrero;610
42 Soria;No residentes en España;Marzo;677
42 Soria;No residentes en España;Abril;977
42 Soria;No residentes en España;Mayo;919
42 Soria;No residentes en España;Junio;884
42 Soria;No residentes en España;Julio;1.254
42 Soria;No residentes en España;Agosto;1.785
42 Soria;No residentes en España;Septiembre;1.455
42 Soria;No residentes en España;Octubre;1.257
42 Soria;No residentes en España;Noviembre;1.041
42 Soria;No residentes en España;Diciembre;629
43 Tarragona;Total;Total;113.585
43 Tarragona;Total;Enero;3.956
43 Tarragona;Total;Febrero;6.472
43 Tarragona;Total;Marzo;9.558
43 Tarragona;Total;Abril;5.816
43 Tarragona;Total;Mayo;9.653
43 Tarragona;Total;Junio;9.765
43 Tarragona;Total;Julio;13.439
43 Tarragona;Total;Agosto;23.707
43 Tarragona;Total;Septiembre;8.204
43 Tarragona;Total;Octubre;8.094
43 Tarragona;Total;Noviembre;6.699
43 Tarragona;Total;Diciembre;8.222
43 Tarragona;Residentes en España;Total;88.063
43 Tarragona;Residentes en España;Enero;3.312
43 Tarragona;Residentes en España;Febrero;6.169
43 Tarragona;Residentes en España;Marzo;9.205
43 Tarragona;Residentes en España;Abril;4.880
43 Tarragona;Residentes en España;Mayo;8.566
43 Tarragona;Residentes en España;Junio;8.318
43 Tarragona;Residentes en España;Julio;8.775
43 Tarragona;Residentes en España;Agosto;14.558
43 Tarragona;Residentes en España;Septiembre;6.391
43 Tarragona;Residentes en España;Octubre;5.414
43 Tarragona;Residentes en España;Noviembre;4.985
43 Tarragona;Residentes en España;Diciembre;7.490
43 Tarragona;No residentes en España;Total;25.522
43 Tarragona;No residentes en España;Enero;644
43 Tarragona;No residentes en España;Febrero;304
43 Tarragona;No residentes en España;Marzo;352
43 Tarragona;No residentes en España;Abril;937
43 Tarragona;No residentes en España;Mayo;1.087
43 Tarragona;No residentes en España;Junio;1.446
43 Tarragona;No residentes en España;Julio;4.664
43 Tarragona;No residentes en España;Agosto;9.149
43 Tarragona;No residentes en España;Septiembre;1.812
43 Tarragona;No residentes en España;Octubre;2.680
43 Tarragona;No residentes en España;Noviembre;1.714
43 Tarragona;No residentes en España;Diciembre;732
44 Teruel;Total;Total;199.513
44 Teruel;Total;Enero;6.516
44 Teruel;Total;Febrero;10.635
44 Teruel;Total;Marzo;17.865
44 Teruel;Total;Abril;15.402
44 Teruel;Total;Mayo;13.710
44 Teruel;Total;Junio;15.915
44 Teruel;Total;Julio;21.519
44 Teruel;Total;Agosto;37.130
44 Teruel;Total;Septiembre;15.237
44 Teruel;Total;Octubre;16.422
44 Teruel;Total;Noviembre;10.451
44 Teruel;Total;Diciembre;18.712
44 Teruel;Residentes en España;Total;181.380
44 Teruel;Residentes en España;Enero;6.215
44 Teruel;Residentes en España;Febrero;10.140
44 Teruel;Residentes en España;Marzo;16.511
44 Teruel;Residentes en España;Abril;15.097
44 Teruel;Residentes en España;Mayo;13.075
44 Teruel;Residentes en España;Junio;15.145
44 Teruel;Residentes en España;Julio;19.271
44 Teruel;Residentes en España;Agosto;32.663
44 Teruel;Residentes en España;Septiembre;13.302
44 Teruel;Residentes en España;Octubre;14.927
44 Teruel;Residentes en España;Noviembre;8.501
44 Teruel;Residentes en España;Diciembre;16.533
44 Teruel;No residentes en España;Total;18.133
44 Teruel;No residentes en España;Enero;301
44 Teruel;No residentes en España;Febrero;496
44 Teruel;No residentes en España;Marzo;1.355
44 Teruel;No residentes en España;Abril;305
44 Teruel;No residentes en España;Mayo;635
44 Teruel;No residentes en España;Junio;769
44 Teruel;No residentes en España;Julio;2.248
44 Teruel;No residentes en España;Agosto;4.467
44 Teruel;No residentes en España;Septiembre;1.935
44 Teruel;No residentes en España;Octubre;1.494
44 Teruel;No residentes en España;Noviembre;1.950
44 Teruel;No residentes en España;Diciembre;2.178
45 Toledo;Total;Total;208.650
45 Toledo;Total;Enero;7.548
45 Toledo;Total;Febrero;8.500
45 Toledo;Total;Marzo;16.166
45 Toledo;Total;Abril;14.961
45 Toledo;Total;Mayo;18.320
45 Toledo;Total;Junio;22.896
45 Toledo;Total;Julio;23.191
45 Toledo;Total;Agosto;26.651
45 Toledo;Total;Septiembre;18.489
45 Toledo;Total;Octubre;16.736
45 Toledo;Total;Noviembre;15.456
45 Toledo;Total;Diciembre;19.737
45 Toledo;Residentes en España;Total;197.102
45 Toledo;Residentes en España;Enero;6.795
45 Toledo;Residentes en España;Febrero;7.830
45 Toledo;Residentes en España;Marzo;14.931
45 Toledo;Residentes en España;Abril;13.839
45 Toledo;Residentes en España;Mayo;17.101
45 Toledo;Residentes en España;Junio;22.392
45 Toledo;Residentes en España;Julio;22.266
45 Toledo;Residentes en España;Agosto;24.873
45 Toledo;Residentes en España;Septiembre;17.485
45 Toledo;Residentes en España;Octubre;15.525
45 Toledo;Residentes en España;Noviembre;14.756
45 Toledo;Residentes en España;Diciembre;19.309
45 Toledo;No residentes en España;Total;11.548
45 Toledo;No residentes en España;Enero;753
45 Toledo;No residentes en España;Febrero;669
45 Toledo;No residentes en España;Marzo;1.235
45 Toledo;No residentes en España;Abril;1.122
45 Toledo;No residentes en España;Mayo;1.219
45 Toledo;No residentes en España;Junio;504
45 Toledo;No residentes en España;Julio;925
45 Toledo;No residentes en España;Agosto;1.778
45 Toledo;No residentes en España;Septiembre;1.004
45 Toledo;No residentes en España;Octubre;1.211
45 Toledo;No residentes en España;Noviembre;700
45 Toledo;No residentes en España;Diciembre;428
46 Valencia/València;Total;Total;132.937
46 Valencia/València;Total;Enero;4.624
46 Valencia/València;Total;Febrero;6.684
46 Valencia/València;Total;Marzo;12.719
46 Valencia/València;Total;Abril;10.189
46 Valencia/València;Total;Mayo;10.795
46 Valencia/València;Total;Junio;10.459
46 Valencia/València;Total;Julio;13.656
46 Valencia/València;Total;Agosto;21.412
46 Valencia/València;Total;Septiembre;11.207
46 Valencia/València;Total;Octubre;9.407
46 Valencia/València;Total;Noviembre;8.997
46 Valencia/València;Total;Diciembre;12.788
46 Valencia/València;Residentes en España;Total;108.457
46 Valencia/València;Residentes en España;Enero;3.633
46 Valencia/València;Residentes en España;Febrero;5.994
46 Valencia/València;Residentes en España;Marzo;11.343
46 Valencia/València;Residentes en España;Abril;8.778
46 Valencia/València;Residentes en España;Mayo;9.327
46 Valencia/València;Residentes en España;Junio;9.678
46 Valencia/València;Residentes en España;Julio;10.650
46 Valencia/València;Residentes en España;Agosto;15.383
46 Valencia/València;Residentes en España;Septiembre;9.415
46 Valencia/València;Residentes en España;Octubre;7.465
46 Valencia/València;Residentes en España;Noviembre;6.824
46 Valencia/València;Residentes en España;Diciembre;9.968
46 Valencia/València;No residentes en España;Total;24.480
46 Valencia/València;No residentes en España;Enero;991
46 Valencia/València;No residentes en España;Febrero;689
46 Valencia/València;No residentes en España;Marzo;1.377
46 Valencia/València;No residentes en España;Abril;1.411
46 Valencia/València;No residentes en España;Mayo;1.468
46 Valencia/València;No residentes en España;Junio;781
46 Valencia/València;No residentes en España;Julio;3.007
46 Valencia/València;No residentes en España;Agosto;6.030
46 Valencia/València;No residentes en España;Septiembre;1.792
46 Valencia/València;No residentes en España;Octubre;1.941
46 Valencia/València;No residentes en España;Noviembre;2.174
46 Valencia/València;No residentes en España;Diciembre;2.820
47 Valladolid;Total;Total;89.844
47 Valladolid;Total;Enero;3.628
47 Valladolid;Total;Febrero;3.481
47 Valladolid;Total;Marzo;6.768
47 Valladolid;Total;Abril;5.896
47 Valladolid;Total;Mayo;8.260
47 Valladolid;Total;Junio;7.435
47 Valladolid;Total;Julio;9.417
47 Valladolid;Total;Agosto;14.187
47 Valladolid;Total;Septiembre;8.920
47 Valladolid;Total;Octubre;7.857
47 Valladolid;Total;Noviembre;6.597
47 Valladolid;Total;Diciembre;7.399
47 Valladolid;Residentes en España;Total;81.102
47 Valladolid;Residentes en España;Enero;2.903
47 Valladolid;Residentes en España;Febrero;3.322
47 Valladolid;Residentes en España;Marzo;5.811
47 Valladolid;Residentes en España;Abril;5.256
47 Valladolid;Residentes en España;Mayo;7.668
47 Valladolid;Residentes en España;Junio;6.809
47 Valladolid;Residentes en España;Julio;8.224
47 Valladolid;Residentes en España;Agosto;12.515
47 Valladolid;Residentes en España;Septiembre;7.996
47 Valladolid;Residentes en España;Octubre;7.085
47 Valladolid;Residentes en España;Noviembre;6.291
47 Valladolid;Residentes en España;Diciembre;7.222
47 Valladolid;No residentes en España;Total;8.742
47 Valladolid;No residentes en España;Enero;725
47 Valladolid;No residentes en España;Febrero;159
47 Valladolid;No residentes en España;Marzo;957
47 Valladolid;No residentes en España;Abril;641
47 Valladolid;No residentes en España;Mayo;592
47 Valladolid;No residentes en España;Junio;625
47 Valladolid;No residentes en España;Julio;1.192
47 Valladolid;No residentes en España;Agosto;1.672
47 Valladolid;No residentes en España;Septiembre;924
47 Valladolid;No residentes en España;Octubre;773
47 Valladolid;No residentes en España;Noviembre;306
47 Valladolid;No residentes en España;Diciembre;177
49 Zamora;Total;Total;139.587
49 Zamora;Total;Enero;6.368
49 Zamora;Total;Febrero;6.849
