Provincias de destino;Procedencia de los viajeros;Meses;Total
13 Ciudad Real;Residentes en España;Octubre;5.530
13 Ciudad Real;Residentes en España;Noviembre;6.751
13 Ciudad Real;Residentes en España;Diciembre;8.641
13 Ciudad Real;No residentes en España;Total;2.420
13 Ciudad Real;No residentes en España;Enero;761
13 Ciudad Real;No residentes en España;Febrero;208
13 Ciudad Real;No residentes en España;Marzo;61
13 Ciudad Real;No residentes en España;Abril;351
13 Ciudad Real;No residentes en España;Mayo;213
13 Ciudad Real;No residentes en España;Junio;299
13 Ciudad Real;No residentes en España;Julio;47
13 Ciudad Real;No residentes en España;Agosto;124
13 Ciudad Real;No residentes en España;Septiembre;147
13 Ciudad Real;No residentes en España;Octubre;87
13 Ciudad Real;No residentes en España;Noviembre;18
13 Ciudad Real;No residentes en España;Diciembre;104
14 Córdoba;Total;Total;94.654
14 Córdoba;Total;Enero;2.530
14 Córdoba;Total;Febrero;4.237
14 Córdoba;Total;Marzo;8.006
14 Córdoba;Total;Abril;6.008
14 Córdoba;Total;Mayo;8.675
14 Córdoba;Total;Junio;7.666
14 Córdoba;Total;Julio;13.631
14 Córdoba;Total;Agosto;18.188
14 Córdoba;Total;Septiembre;5.323
14 Córdoba;Total;Octubre;5.139
14 Córdoba;Total;Noviembre;5.840
14 Córdoba;Total;Diciembre;9.411
14 Córdoba;Residentes en España;Total;78.918
14 Córdoba;Residentes en España;Enero;2.004
14 Córdoba;Residentes en España;Febrero;4.004
14 Córdoba;Residentes en España;Marzo;7.208
14 Córdoba;Residentes en España;Abril;4.575
14 Córdoba;Residentes en España;Mayo;5.512
14 Córdoba;Residentes en España;Junio;6.652
14 Córdoba;Residentes en España;Julio;11.020
14 Córdoba;Residentes en España;Agosto;14.680
14 Córdoba;Residentes en España;Septiembre;4.922
14 Córdoba;Residentes en España;Octubre;4.419
14 Córdoba;Residentes en España;Noviembre;5.230
14 Córdoba;Residentes en España;Diciembre;8.692
14 Córdoba;No residentes en España;Total;15.736
14 Córdoba;No residentes en España;Enero;526
14 Córdoba;No residentes en España;Febrero;233
14 Córdoba;No residentes en España;Marzo;797
14 Córdoba;No residentes en España;Abril;1.433
14 Córdoba;No residentes en España;Mayo;3.163
14 Córdoba;No residentes en España;Junio;1.014
14 Córdoba;No residentes en España;Julio;2.611
14 Córdoba;No residentes en España;Agosto;3.508
14 Córdoba;No residentes en España;Septiembre;401
14 Córdoba;No residentes en España;Octubre;721
14 Córdoba;No residentes en España;Noviembre;610
14 Córdoba;No residentes en España;Diciembre;719
15 Coruña, A;Total;Total;138.444
15 Coruña, A;Total;Enero;1.932
15 Coruña, A;Total;Febrero;2.038
15 Coruña, A;Total;Marzo;5.941
15 Coruña, A;Total;Abril;7.675
15 Coruña, A;Total;Mayo;13.527
15 Coruña, A;Total;Junio;14.502
15 Coruña, A;Total;Julio;22.543
15 Coruña, A;Total;Agosto;34.871
15 Coruña, A;Total;Septiembre;18.621
15 Coruña, A;Total;Octubre;9.691
15 Coruña, A;Total;Noviembre;3.593
15 Coruña, A;Total;Diciembre;3.510
15 Coruña, A;Residentes en España;Total;78.016
15 Coruña, A;Residentes en España;Enero;1.709
15 Coruña, A;Residentes en España;Febrero;1.663
15 Coruña, A;Residentes en España;Marzo;3.700
15 Coruña, A;Residentes en España;Abril;3.005
15 Coruña, A;Residentes en España;Mayo;4.827
15 Coruña, A;Residentes en España;Junio;7.026
15 Coruña, A;Residentes en España;Julio;14.099
15 Coruña, A;Residentes en España;Agosto;24.295
15 Coruña, A;Residentes en España;Septiembre;8.299
15 Coruña, A;Residentes en España;Octubre;3.739
15 Coruña, A;Residentes en España;Noviembre;2.791
15 Coruña, A;Residentes en España;Diciembre;2.862
15 Coruña, A;No residentes en España;Total;60.428
15 Coruña, A;No residentes en España;Enero;223
15 Coruña, A;No residentes en España;Febrero;375
15 Coruña, A;No residentes en España;Marzo;2.241
15 Coruña, A;No residentes en España;Abril;4.670
15 Coruña, A;No residentes en España;Mayo;8.700
15 Coruña, A;No residentes en España;Junio;7.476
15 Coruña, A;No residentes en España;Julio;8.443
15 Coruña, A;No residentes en España;Agosto;10.576
15 Coruña, A;No residentes en España;Septiembre;10.322
15 Coruña, A;No residentes en España;Octubre;5.951
15 Coruña, A;No residentes en España;Noviembre;803
15 Coruña, A;No residentes en España;Diciembre;649
16 Cuenca;Total;Total;200.303
16 Cuenca;Total;Enero;6.514
16 Cuenca;Total;Febrero;11.044
16 Cuenca;Total;Marzo;18.157
16 Cuenca;Total;Abril;12.816
16 Cuenca;Total;Mayo;15.397
16 Cuenca;Total;Junio;16.747
16 Cuenca;Total;Julio;23.509
16 Cuenca;Total;Agosto;28.556
16 Cuenca;Total;Septiembre;13.898
16 Cuenca;Total;Octubre;16.378
16 Cuenca;Total;Noviembre;16.712
16 Cuenca;Total;Diciembre;20.574
16 Cuenca;Residentes en España;Total;187.806
16 Cuenca;Residentes en España;Enero;6.486
16 Cuenca;Residentes en España;Febrero;7.881
16 Cuenca;Residentes en España;Marzo;17.802
16 Cuenca;Residentes en España;Abril;11.771
16 Cuenca;Residentes en España;Mayo;14.164
16 Cuenca;Residentes en España;Junio;16.185
16 Cuenca;Residentes en España;Julio;22.106
16 Cuenca;Residentes en España;Agosto;26.607
16 Cuenca;Residentes en España;Septiembre;13.250
16 Cuenca;Residentes en España;Octubre;15.519
16 Cuenca;Residentes en España;Noviembre;16.273
16 Cuenca;Residentes en España;Diciembre;19.761
16 Cuenca;No residentes en España;Total;12.497
16 Cuenca;No residentes en España;Enero;28
16 Cuenca;No residentes en España;Febrero;3.163
16 Cuenca;No residentes en España;Marzo;355
16 Cuenca;No residentes en España;Abril;1.044
16 Cuenca;No residentes en España;Mayo;1.234
16 Cuenca;No residentes en España;Junio;562
16 Cuenca;No residentes en España;Julio;1.403
16 Cuenca;No residentes en España;Agosto;1.949
16 Cuenca;No residentes en España;Septiembre;648
16 Cuenca;No residentes en España;Octubre;859
16 Cuenca;No residentes en España;Noviembre;439
16 Cuenca;No residentes en España;Diciembre;813
20 Gipuzkoa;Total;Total;248.719
20 Gipuzkoa;Total;Enero;7.282
20 Gipuzkoa;Total;Febrero;9.934
20 Gipuzkoa;Total;Marzo;18.135
20 Gipuzkoa;Total;Abril;17.047
20 Gipuzkoa;Total;Mayo;19.912
20 Gipuzkoa;Total;Junio;21.236
20 Gipuzkoa;Total;Julio;41.555
20 Gipuzkoa;Total;Agosto;49.048
20 Gipuzkoa;Total;Septiembre;23.011
20 Gipuzkoa;Total;Octubre;15.559
20 Gipuzkoa;Total;Noviembre;13.071
20 Gipuzkoa;Total;Diciembre;12.931
20 Gipuzkoa;Residentes en España;Total;175.428
20 Gipuzkoa;Residentes en España;Enero;5.661
20 Gipuzkoa;Residentes en España;Febrero;7.496
20 Gipuzkoa;Residentes en España;Marzo;14.094
20 Gipuzkoa;Residentes en España;Abril;11.580
20 Gipuzkoa;Residentes en España;Mayo;11.200
20 Gipuzkoa;Residentes en España;Junio;13.092
20 Gipuzkoa;Residentes en España;Julio;28.018
20 Gipuzkoa;Residentes en España;Agosto;37.666
20 Gipuzkoa;Residentes en España;Septiembre;14.840
20 Gipuzkoa;Residentes en España;Octubre;10.063
20 Gipuzkoa;Residentes en España;Noviembre;10.597
20 Gipuzkoa;Residentes en España;Diciembre;11.121
20 Gipuzkoa;No residentes en España;Total;73.291
20 Gipuzkoa;No residentes en España;Enero;1.621
20 Gipuzkoa;No residentes en España;Febrero;2.438
20 Gipuzkoa;No residentes en España;Marzo;4.041
20 Gipuzkoa;No residentes en España;Abril;5.467
20 Gipuzkoa;No residentes en España;Mayo;8.711
20 Gipuzkoa;No residentes en España;Junio;8.144
20 Gipuzkoa;No residentes en España;Julio;13.537
20 Gipuzkoa;No residentes en España;Agosto;11.382
20 Gipuzkoa;No residentes en España;Septiembre;8.171
20 Gipuzkoa;No residentes en España;Octubre;5.496
20 Gipuzkoa;No residentes en España;Noviembre;2.474
20 Gipuzkoa;No residentes en España;Diciembre;1.810
17 Girona;Total;Total;568.684
17 Girona;Total;Enero;14.035
17 Girona;Total;Febrero;23.265
17 Girona;Total;Marzo;44.173
17 Girona;Total;Abril;28.510
17 Girona;Total;Mayo;37.875
17 Girona;Total;Junio;47.415
17 Girona;Total;Julio;81.623
17 Girona;Total;Agosto;116.762
17 Girona;Total;Septiembre;47.802
17 Girona;Total;Octubre;43.111
17 Girona;Total;Noviembre;36.272
17 Girona;Total;Diciembre;47.841
17 Girona;Residentes en España;Total;414.029
17 Girona;Residentes en España;Enero;12.605
17 Girona;Residentes en España;Febrero;20.994
17 Girona;Residentes en España;Marzo;40.824
17 Girona;Residentes en España;Abril;22.255
17 Girona;Residentes en España;Mayo;26.649
17 Girona;Residentes en España;Junio;40.153
17 Girona;Residentes en España;Julio;36.183
17 Girona;Residentes en España;Agosto;68.959
17 Girona;Residentes en España;Septiembre;36.365
17 Girona;Residentes en España;Octubre;32.998
17 Girona;Residentes en España;Noviembre;32.154
17 Girona;Residentes en España;Diciembre;43.890
17 Girona;No residentes en España;Total;154.655
17 Girona;No residentes en España;Enero;1.430
17 Girona;No residentes en España;Febrero;2.271
17 Girona;No residentes en España;Marzo;3.349
17 Girona;No residentes en España;Abril;6.255
17 Girona;No residentes en España;Mayo;11.226
17 Girona;No residentes en España;Junio;7.262
17 Girona;No residentes en España;Julio;45.440
17 Girona;No residentes en España;Agosto;47.803
17 Girona;No residentes en España;Septiembre;11.438
17 Girona;No residentes en España;Octubre;10.112
17 Girona;No residentes en España;Noviembre;4.119
17 Girona;No residentes en España;Diciembre;3.951
18 Granada;Total;Total;94.585
18 Granada;Total;Enero;3.293
18 Granada;Total;Febrero;6.055
18 Granada;Total;Marzo;8.521
18 Granada;Total;Abril;5.600
18 Granada;Total;Mayo;7.711
18 Granada;Total;Junio;8.158
18 Granada;Total;Julio;9.514
18 Granada;Total;Agosto;18.360
18 Granada;Total;Septiembre;7.545
18 Granada;Total;Octubre;7.538
18 Granada;Total;Noviembre;5.398
18 Granada;Total;Diciembre;6.890
18 Granada;Residentes en España;Total;62.901
18 Granada;Residentes en España;Enero;3.153
18 Granada;Residentes en España;Febrero;3.915
18 Granada;Residentes en España;Marzo;6.263
18 Granada;Residentes en España;Abril;3.392
18 Granada;Residentes en España;Mayo;3.881
18 Granada;Residentes en España;Junio;4.966
18 Granada;Residentes en España;Julio;6.892
18 Granada;Residentes en España;Agosto;12.579
18 Granada;Residentes en España;Septiembre;3.966
18 Granada;Residentes en España;Octubre;3.527
18 Granada;Residentes en España;Noviembre;4.527
18 Granada;Residentes en España;Diciembre;5.839
18 Granada;No residentes en España;Total;31.684
18 Granada;No residentes en España;Enero;140
18 Granada;No residentes en España;Febrero;2.140
18 Granada;No residentes en España;Marzo;2.258
18 Granada;No residentes en España;Abril;2.207
18 Granada;No residentes en España;Mayo;3.831
18 Granada;No residentes en España;Junio;3.192
18 Granada;No residentes en España;Julio;2.623
18 Granada;No residentes en España;Agosto;5.781
18 Granada;No residentes en España;Septiembre;3.579
18 Granada;No residentes en España;Octubre;4.011
18 Granada;No residentes en España;Noviembre;871
18 Granada;No residentes en España;Diciembre;1.051
19 Guadalajara;Total;Total;202.376
19 Guadalajara;Total;Enero;9.139
19 Guadalajara;Total;Febrero;11.179
19 Guadalajara;Total;Marzo;17.328
19 Guadalajara;Total;Abril;13.903
19 Guadalajara;Total;Mayo;18.755
19 Guadalajara;Total;Junio;15.807
19 Guadalajara;Total;Julio;18.859
19 Guadalajara;Total;Agosto;24.055
19 Guadalajara;Total;Septiembre;15.092
19 Guadalajara;Total;Octubre;18.829
19 Guadalajara;Total;Noviembre;19.416
19 Guadalajara;Total;Diciembre;20.012
19 Guadalajara;Residentes en España;Total;191.515
19 Guadalajara;Residentes en España;Enero;8.869
19 Guadalajara;Residentes en España;Febrero;10.932
19 Guadalajara;Residentes en España;Marzo;16.811
19 Guadalajara;Residentes en España;Abril;13.289
19 Guadalajara;Residentes en España;Mayo;18.313
19 Guadalajara;Residentes en España;Junio;15.231
19 Guadalajara;Residentes en España;Julio;18.101
19 Guadalajara;Residentes en España;Agosto;23.446
19 Guadalajara;Residentes en España;Septiembre;13.778
19 Guadalajara;Residentes en España;Octubre;16.555
19 Guadalajara;Residentes en España;Noviembre;17.717
19 Guadalajara;Residentes en España;Diciembre;18.472
19 Guadalajara;No residentes en España;Total;10.861
19 Guadalajara;No residentes en España;Enero;270
19 Guadalajara;No residentes en España;Febrero;247
19 Guadalajara;No residentes en España;Marzo;516
19 Guadalajara;No residentes en España;Abril;615
19 Guadalajara;No residentes en España;Mayo;442
19 Guadalajara;No residentes en España;Junio;576
19 Guadalajara;No residentes en España;Julio;758
19 Guadalajara;No residentes en España;Agosto;609
19 Guadalajara;No residentes en España;Septiembre;1.315
19 Guadalajara;No residentes en España;Octubre;2.274
19 Guadalajara;No residentes en España;Noviembre;1.699
19 Guadalajara;No residentes en España;Diciembre;1.540
21 Huelva;Total;Total;113.773
21 Huelva;Total;Enero;6.071
21 Huelva;Total;Febrero;8.938
21 Huelva;Total;Marzo;8.631
21 Huelva;Total;Abril;9.022
21 Huelva;Total;Mayo;8.642
21 Huelva;Total;Junio;8.082
21 Huelva;Total;Julio;12.074
21 Huelva;Total;Agosto;17.874
21 Huelva;Total;Septiembre;7.963
21 Huelva;Total;Octubre;8.428
21 Huelva;Total;Noviembre;8.732
21 Huelva;Total;Diciembre;9.316
21 Huelva;Residentes en España;Total;101.900
21 Huelva;Residentes en España;Enero;5.648
21 Huelva;Residentes en España;Febrero;7.813
21 Huelva;Residentes en España;Marzo;7.698
21 Huelva;Residentes en España;Abril;7.580
21 Huelva;Residentes en España;Mayo;8.071
21 Huelva;Residentes en España;Junio;7.400
21 Huelva;Residentes en España;Julio;11.335
21 Huelva;Residentes en España;Agosto;15.795
21 Huelva;Residentes en España;Septiembre;6.676
21 Huelva;Residentes en España;Octubre;6.995
21 Huelva;Residentes en España;Noviembre;8.270
21 Huelva;Residentes en España;Diciembre;8.620
21 Huelva;No residentes en España;Total;11.873
21 Huelva;No residentes en España;Enero;423
21 Huelva;No residentes en España;Febrero;1.125
21 Huelva;No residentes en España;Marzo;932
21 Huelva;No residentes en España;Abril;1.442
21 Huelva;No residentes en España;Mayo;571
21 Huelva;No residentes en España;Junio;682
21 Huelva;No residentes en España;Julio;740
21 Huelva;No residentes en España;Agosto;2.079
21 Huelva;No residentes en España;Septiembre;1.287
21 Huelva;No residentes en España;Octubre;1.433
21 Huelva;No residentes en España;Noviembre;462
21 Huelva;No residentes en España;Diciembre;697
22 Huesca;Total;Total;325.196
22 Huesca;Total;Enero;14.806
22 Huesca;Total;Febrero;15.609
22 Huesca;Total;Marzo;24.925
22 Huesca;Total;Abril;17.904
22 Huesca;Total;Mayo;20.067
22 Huesca;Total;Junio;23.834
22 Huesca;Total;Julio;49.045
22 Huesca;Total;Agosto;68.564
22 Huesca;Total;Septiembre;27.302
22 Huesca;Total;Octubre;20.677
22 Huesca;Total;Noviembre;17.083
22 Huesca;Total;Diciembre;25.380
22 Huesca;Residentes en España;Total;267.998
22 Huesca;Residentes en España;Enero;14.191
22 Huesca;Residentes en España;Febrero;14.737
22 Huesca;Residentes en España;Marzo;23.959
22 Huesca;Residentes en España;Abril;14.304
22 Huesca;Residentes en España;Mayo;13.184
22 Huesca;Residentes en España;Junio;19.227
22 Huesca;Residentes en España;Julio;37.267
22 Huesca;Residentes en España;Agosto;54.860
22 Huesca;Residentes en España;Septiembre;21.826
22 Huesca;Residentes en España;Octubre;16.557
22 Huesca;Residentes en España;Noviembre;13.734
22 Huesca;Residentes en España;Diciembre;24.152
22 Huesca;No residentes en España;Total;57.198
22 Huesca;No residentes en España;Enero;615
22 Huesca;No residentes en España;Febrero;872
22 Huesca;No residentes en España;Marzo;966
22 Huesca;No residentes en España;Abril;3.600
22 Huesca;No residentes en España;Mayo;6.883
22 Huesca;No residentes en España;Junio;4.608
22 Huesca;No residentes en España;Julio;11.778
22 Huesca;No residentes en España;Agosto;13.704
22 Huesca;No residentes en España;Septiembre;5.476
22 Huesca;No residentes en España;Octubre;4.120
22 Huesca;No residentes en España;Noviembre;3.349
22 Huesca;No residentes en España;Diciembre;1.228
23 Jaén;Total;Total;99.317
23 Jaén;Total;Enero;4.508
23 Jaén;Total;Febrero;5.209
23 Jaén;Total;Marzo;8.584
23 Jaén;Total;Abril;7.126
23 Jaén;Total;Mayo;5.830
23 Jaén;Total;Junio;6.290
23 Jaén;Total;Julio;14.103
23 Jaén;Total;Agosto;18.957
23 Jaén;Total;Septiembre;6.217
23 Jaén;Total;Octubre;5.938
23 Jaén;Total;Noviembre;7.775
23 Jaén;Total;Diciembre;8.780
23 Jaén;Residentes en España;Total;92.833
23 Jaén;Residentes en España;Enero;4.321
23 Jaén;Residentes en España;Febrero;5.037
23 Jaén;Residentes en España;Marzo;8.459
23 Jaén;Residentes en España;Abril;6.730
23 Jaén;Residentes en España;Mayo;5.491
23 Jaén;Residentes en España;Junio;5.754
23 Jaén;Residentes en España;Julio;12.032
23 Jaén;Residentes en España;Agosto;17.396
23 Jaén;Residentes en España;Septiembre;6.008
23 Jaén;Residentes en España;Octubre;5.642
23 Jaén;Residentes en España;Noviembre;7.547
23 Jaén;Residentes en España;Diciembre;8.417
23 Jaén;No residentes en España;Total;6.483
23 Jaén;No residentes en España;Enero;187
23 Jaén;No residentes en España;Febrero;172
23 Jaén;No residentes en España;Marzo;125
23 Jaén;No residentes en España;Abril;396
23 Jaén;No residentes en España;Mayo;339
23 Jaén;No residentes en España;Junio;536
23 Jaén;No residentes en España;Julio;2.072
23 Jaén;No residentes en España;Agosto;1.561
23 Jaén;No residentes en España;Septiembre;209
23 Jaén;No residentes en España;Octubre;296
23 Jaén;No residentes en España;Noviembre;228
23 Jaén;No residentes en España;Diciembre;363
24 León;Total;Total;257.626
24 León;Total;Enero;7.205
24 León;Total;Febrero;7.383
24 León;Total;Marzo;18.464
24 León;Total;Abril;16.285
24 León;Total;Mayo;20.034
24 León;Total;Junio;23.353
24 León;Total;Julio;38.932
24 León;Total;Agosto;56.319
24 León;Total;Septiembre;21.474
24 León;Total;Octubre;17.028
24 León;Total;Noviembre;16.387
24 León;Total;Diciembre;14.764
24 León;Residentes en España;Total;221.332
24 León;Residentes en España;Enero;6.730
24 León;Residentes en España;Febrero;6.592
24 León;Residentes en España;Marzo;18.128
24 León;Residentes en España;Abril;13.059
24 León;Residentes en España;Mayo;15.548
24 León;Residentes en España;Junio;18.053
24 León;Residentes en España;Julio;31.928
24 León;Residentes en España;Agosto;48.724
24 León;Residentes en España;Septiembre;17.670
24 León;Residentes en España;Octubre;14.563
24 León;Residentes en España;Noviembre;16.019
24 León;Residentes en España;Diciembre;14.317
24 León;No residentes en España;Total;36.295
24 León;No residentes en España;Enero;475
24 León;No residentes en España;Febrero;790
24 León;No residentes en España;Marzo;336
24 León;No residentes en España;Abril;3.225
24 León;No residentes en España;Mayo;4.486
24 León;No residentes en España;Junio;5.299
24 León;No residentes en España;Julio;7.003
24 León;No residentes en España;Agosto;7.595
24 León;No residentes en España;Septiembre;3.804
24 León;No residentes en España;Octubre;2.466
24 León;No residentes en España;Noviembre;369
24 León;No residentes en España;Diciembre;447
25 Lleida;Total;Total;222.694
25 Lleida;Total;Enero;10.620
25 Lleida;Total;Febrero;12.417
25 Lleida;Total;Marzo;18.789
25 Lleida;Total;Abril;9.989
25 Lleida;Total;Mayo;12.313
25 Lleida;Total;Junio;18.571
25 Lleida;Total;Julio;25.364
25 Lleida;Total;Agosto;42.303
25 Lleida;Total;Septiembre;18.679
25 Lleida;Total;Octubre;15.842
25 Lleida;Total;Noviembre;15.586
25 Lleida;Total;Diciembre;22.222
25 Lleida;Residentes en España;Total;196.815
25 Lleida;Residentes en España;Enero;10.115
25 Lleida;Residentes en España;Febrero;11.742
25 Lleida;Residentes en España;Marzo;17.366
25 Lleida;Residentes en España;Abril;8.349
25 Lleida;Residentes en España;Mayo;9.623
25 Lleida;Residentes en España;Junio;14.534
25 Lleida;Residentes en España;Julio;21.401
25 Lleida;Residentes en España;Agosto;37.534
25 Lleida;Residentes en España;Septiembre;16.010
25 Lleida;Residentes en España;Octubre;14.122
25 Lleida;Residentes en España;Noviembre;14.938
25 Lleida;Residentes en España;Diciembre;21.080
25 Lleida;No residentes en España;Total;25.879
25 Lleida;No residentes en España;Enero;505
25 Lleida;No residentes en España;Febrero;674
25 Lleida;No residentes en España;Marzo;1.422
25 Lleida;No residentes en España;Abril;1.640
25 Lleida;No residentes en España;Mayo;2.690
25 Lleida;No residentes en España;Junio;4.037
25 Lleida;No residentes en España;Julio;3.963
25 Lleida;No residentes en España;Agosto;4.769
25 Lleida;No residentes en España;Septiembre;2.669
25 Lleida;No residentes en España;Octubre;1.719
25 Lleida;No residentes en España;Noviembre;648
25 Lleida;No residentes en España;Diciembre;1.142
27 Lugo;Total;Total;92.697
27 Lugo;Total;Enero;1.048
27 Lugo;Total;Febrero;1.195
27 Lugo;Total;Marzo;5.343
27 Lugo;Total;Abril;4.550
27 Lugo;Total;Mayo;7.714
27 Lugo;Total;Junio;8.151
27 Lugo;Total;Julio;14.066
27 Lugo;Total;Agosto;25.351
27 Lugo;Total;Septiembre;11.350
27 Lugo;Total;Octubre;6.990
27 Lugo;Total;Noviembre;4.306
27 Lugo;Total;Diciembre;2.634
27 Lugo;Residentes en España;Total;73.746
27 Lugo;Residentes en España;Enero;944
27 Lugo;Residentes en España;Febrero;1.123
27 Lugo;Residentes en España;Marzo;4.991
27 Lugo;Residentes en España;Abril;2.873
27 Lugo;Residentes en España;Mayo;5.395
27 Lugo;Residentes en España;Junio;5.869
27 Lugo;Residentes en España;Julio;11.652
27 Lugo;Residentes en España;Agosto;21.990
27 Lugo;Residentes en España;Septiembre;8.127
27 Lugo;Residentes en España;Octubre;4.563
27 Lugo;Residentes en España;Noviembre;3.860
27 Lugo;Residentes en España;Diciembre;2.359
27 Lugo;No residentes en España;Total;18.952
27 Lugo;No residentes en España;Enero;104
27 Lugo;No residentes en España;Febrero;72
27 Lugo;No residentes en España;Marzo;352
27 Lugo;No residentes en España;Abril;1.677
27 Lugo;No residentes en España;Mayo;2.319
27 Lugo;No residentes en España;Junio;2.282
27 Lugo;No residentes en España;Julio;2.414
27 Lugo;No residentes en España;Agosto;3.361
27 Lugo;No residentes en España;Septiembre;3.223
27 Lugo;No residentes en España;Octubre;2.427
27 Lugo;No residentes en España;Noviembre;446
27 Lugo;No residentes en España;Diciembre;275
28 Madrid;Total;Total;275.366
28 Madrid;Total;Enero;13.491
28 Madrid;Total;Febrero;19.046
28 Madrid;Total;Marzo;20.937
28 Madrid;Total;Abril;18.824
28 Madrid;Total;Mayo;23.439
28 Madrid;Total;Junio;26.649
28 Madrid;Total;Julio;27.169
28 Madrid;Total;Agosto;32.063
28 Madrid;Total;Septiembre;22.856
28 Madrid;Total;Octubre;23.769
28 Madrid;Total;Noviembre;22.597
28 Madrid;Total;Diciembre;24.526
28 Madrid;Residentes en España;Total;253.052
28 Madrid;Residentes en España;Enero;12.925
28 Madrid;Residentes en España;Febrero;18.274
28 Madrid;Residentes en España;Marzo;19.768
28 Madrid;Residentes en España;Abril;17.949
28 Madrid;Residentes en España;Mayo;21.103
28 Madrid;Residentes en España;Junio;24.798
28 Madrid;Residentes en España;Julio;25.133
28 Madrid;Residentes en España;Agosto;28.498
28 Madrid;Residentes en España;Septiembre;20.190
28 Madrid;Residentes en España;Octubre;20.606
28 Madrid;Residentes en España;Noviembre;20.727
28 Madrid;Residentes en España;Diciembre;23.081
28 Madrid;No residentes en España;Total;22.313
28 Madrid;No residentes en España;Enero;566
28 Madrid;No residentes en España;Febrero;773
28 Madrid;No residentes en España;Marzo;1.169
28 Madrid;No residentes en España;Abril;875
28 Madrid;No residentes en España;Mayo;2.336
28 Madrid;No residentes en España;Junio;1.850
28 Madrid;No residentes en España;Julio;2.036
28 Madrid;No residentes en España;Agosto;3.566
28 Madrid;No residentes en España;Septiembre;2.666
28 Madrid;No residentes en España;Octubre;3.163
28 Madrid;No residentes en España;Noviembre;1.869
28 Madrid;No residentes en España;Diciembre;1.445
29 Málaga;Total;Total;754.454
29 Málaga;Total;Enero;19.911
29 Málaga;Total;Febrero;19.475
29 Málaga;Total;Marzo;43.243
29 Málaga;Total;Abril;64.621
29 Málaga;Total;Mayo;68.215
29 Málaga;Total;Junio;74.185
29 Málaga;Total;Julio;107.943
29 Málaga;Total;Agosto;141.101
29 Málaga;Total;Septiembre;84.951
29 Málaga;Total;Octubre;69.386
29 Málaga;Total;Noviembre;32.918
29 Málaga;Total;Diciembre;28.503
29 Málaga;Residentes en España;Total;141.816
29 Málaga;Residentes en España;Enero;3.444
29 Málaga;Residentes en España;Febrero;3.662
29 Málaga;Residentes en España;Marzo;8.154
29 Málaga;Residentes en España;Abril;3.291
29 Málaga;Residentes en España;Mayo;8.461
29 Málaga;Residentes en España;Junio;11.985
29 Málaga;Residentes en España;Julio;19.122
29 Málaga;Residentes en España;Agosto;37.444
29 Málaga;Residentes en España;Septiembre;15.801
29 Málaga;Residentes en España;Octubre;9.799
29 Málaga;Residentes en España;Noviembre;7.227
29 Málaga;Residentes en España;Diciembre;13.426
29 Málaga;No residentes en España;Total;612.638
29 Málaga;No residentes en España;Enero;16.468
29 Málaga;No residentes en España;Febrero;15.813
29 Málaga;No residentes en España;Marzo;35.089
29 Málaga;No residentes en España;Abril;61.330
29 Málaga;No residentes en España;Mayo;59.754
29 Málaga;No residentes en España;Junio;62.200
29 Málaga;No residentes en España;Julio;88.821
29 Málaga;No residentes en España;Agosto;103.657
29 Málaga;No residentes en España;Septiembre;69.150
29 Málaga;No residentes en España;Octubre;59.587
29 Málaga;No residentes en España;Noviembre;25.691
29 Málaga;No residentes en España;Diciembre;15.078
30 Murcia;Total;Total;127.804
30 Murcia;Total;Enero;5.356
30 Murcia;Total;Febrero;6.510
30 Murcia;Total;Marzo;9.494
30 Murcia;Total;Abril;6.280
30 Murcia;Total;Mayo;7.464
30 Murcia;Total;Junio;8.725
30 Murcia;Total;Julio;18.150
30 Murcia;Total;Agosto;26.476
30 Murcia;Total;Septiembre;9.137
30 Murcia;Total;Octubre;8.432
30 Murcia;Total;Noviembre;9.375
30 Murcia;Total;Diciembre;12.402
30 Murcia;Residentes en España;Total;109.458
30 Murcia;Residentes en España;Enero;4.394
30 Murcia;Residentes en España;Febrero;5.672
30 Murcia;Residentes en España;Marzo;8.463
30 Murcia;Residentes en España;Abril;5.172
30 Murcia;Residentes en España;Mayo;5.289
30 Murcia;Residentes en España;Junio;7.731
30 Murcia;Residentes en España;Julio;15.360
30 Murcia;Residentes en España;Agosto;24.275
30 Murcia;Residentes en España;Septiembre;7.764
30 Murcia;Residentes en España;Octubre;6.129
30 Murcia;Residentes en España;Noviembre;8.136
30 Murcia;Residentes en España;Diciembre;11.072
30 Murcia;No residentes en España;Total;18.346
30 Murcia;No residentes en España;Enero;962
30 Murcia;No residentes en España;Febrero;838
30 Murcia;No residentes en España;Marzo;1.031
30 Murcia;No residentes en España;Abril;1.107
30 Murcia;No residentes en España;Mayo;2.175
30 Murcia;No residentes en España;Junio;994
30 Murcia;No residentes en España;Julio;2.791
30 Murcia;No residentes en España;Agosto;2.201
30 Murcia;No residentes en España;Septiembre;1.373
30 Murcia;No residentes en España;Octubre;2.303
30 Murcia;No residentes en España;Noviembre;1.240
30 Murcia;No residentes en España;Diciembre;1.330
31 Navarra;Total;Total;441.816
31 Navarra;Total;Enero;14.427
31 Navarra;Total;Febrero;12.383
31 Navarra;Total;Marzo;26.367
31 Navarra;Total;Abril;28.648
31 Navarra;Total;Mayo;34.574
31 Navarra;Total;Junio;29.980
31 Navarra;Total;Julio;67.410
