Provincias de destino;Procedencia de los viajeros;Meses;Total
Cuenca;Total;Junio;7.850
Cuenca;Total;Julio;9.459
Cuenca;Total;Agosto;10.008
Cuenca;Total;Septiembre;6.410
Cuenca;Total;Octubre;7.937
Cuenca;Total;Noviembre;8.038
Cuenca;Total;Diciembre;8.587
Cuenca;Residentes en España;Total;79.710
Cuenca;Residentes en España;Enero;2.503
Cuenca;Residentes en España;Febrero;3.560
Cuenca;Residentes en España;Marzo;6.750
Cuenca;Residentes en España;Abril;5.208
Cuenca;Residentes en España;Mayo;6.301
Cuenca;Residentes en España;Junio;7.558
Cuenca;Residentes en España;Julio;8.942
Cuenca;Residentes en España;Agosto;9.364
Cuenca;Residentes en España;Septiembre;6.026
Cuenca;Residentes en España;Octubre;7.419
Cuenca;Residentes en España;Noviembre;7.837
Cuenca;Residentes en España;Diciembre;8.242
Cuenca;No Residentes;Total;4.793
Cuenca;No Residentes;Enero;11
Cuenca;No Residentes;Febrero;432
Cuenca;No Residentes;Marzo;184
Cuenca;No Residentes;Abril;583
Cuenca;No Residentes;Mayo;680
Cuenca;No Residentes;Junio;293
Cuenca;No Residentes;Julio;517
Cuenca;No Residentes;Agosto;644
Cuenca;No Residentes;Septiembre;384
Cuenca;No Residentes;Octubre;518
Cuenca;No Residentes;Noviembre;201
Cuenca;No Residentes;Diciembre;345
Gipuzkoa;Total;Total;88.466
Gipuzkoa;Total;Enero;2.533
Gipuzkoa;Total;Febrero;3.705
Gipuzkoa;Total;Marzo;6.818
Gipuzkoa;Total;Abril;6.959
Gipuzkoa;Total;Mayo;8.059
Gipuzkoa;Total;Junio;8.737
Gipuzkoa;Total;Julio;12.067
Gipuzkoa;Total;Agosto;12.832
Gipuzkoa;Total;Septiembre;8.897
Gipuzkoa;Total;Octubre;6.970
Gipuzkoa;Total;Noviembre;5.705
Gipuzkoa;Total;Diciembre;5.185
Gipuzkoa;Residentes en España;Total;62.373
Gipuzkoa;Residentes en España;Enero;2.136
Gipuzkoa;Residentes en España;Febrero;2.956
Gipuzkoa;Residentes en España;Marzo;5.669
Gipuzkoa;Residentes en España;Abril;4.701
Gipuzkoa;Residentes en España;Mayo;4.884
Gipuzkoa;Residentes en España;Junio;5.692
Gipuzkoa;Residentes en España;Julio;7.845
Gipuzkoa;Residentes en España;Agosto;9.440
Gipuzkoa;Residentes en España;Septiembre;5.494
Gipuzkoa;Residentes en España;Octubre;4.646
Gipuzkoa;Residentes en España;Noviembre;4.524
Gipuzkoa;Residentes en España;Diciembre;4.387
Gipuzkoa;No Residentes;Total;26.093
Gipuzkoa;No Residentes;Enero;397
Gipuzkoa;No Residentes;Febrero;749
Gipuzkoa;No Residentes;Marzo;1.149
Gipuzkoa;No Residentes;Abril;2.258
Gipuzkoa;No Residentes;Mayo;3.175
Gipuzkoa;No Residentes;Junio;3.044
Gipuzkoa;No Residentes;Julio;4.222
Gipuzkoa;No Residentes;Agosto;3.392
Gipuzkoa;No Residentes;Septiembre;3.402
Gipuzkoa;No Residentes;Octubre;2.324
Gipuzkoa;No Residentes;Noviembre;1.181
Gipuzkoa;No Residentes;Diciembre;798
Girona;Total;Total;211.738
Girona;Total;Enero;6.675
Girona;Total;Febrero;11.285
Girona;Total;Marzo;18.395
Girona;Total;Abril;14.546
Girona;Total;Mayo;18.344
Girona;Total;Junio;21.404
Girona;Total;Julio;21.413
Girona;Total;Agosto;25.481
Girona;Total;Septiembre;19.088
Girona;Total;Octubre;18.226
Girona;Total;Noviembre;17.569
Girona;Total;Diciembre;19.311
Girona;Residentes en España;Total;171.559
Girona;Residentes en España;Enero;6.309
Girona;Residentes en España;Febrero;10.548
Girona;Residentes en España;Marzo;17.123
Girona;Residentes en España;Abril;12.036
Girona;Residentes en España;Mayo;14.200
Girona;Residentes en España;Junio;18.903
Girona;Residentes en España;Julio;13.132
Girona;Residentes en España;Agosto;16.028
Girona;Residentes en España;Septiembre;15.000
Girona;Residentes en España;Octubre;14.767
Girona;Residentes en España;Noviembre;15.792
Girona;Residentes en España;Diciembre;17.719
Girona;No Residentes;Total;40.179
Girona;No Residentes;Enero;366
Girona;No Residentes;Febrero;736
Girona;No Residentes;Marzo;1.272
Girona;No Residentes;Abril;2.510
Girona;No Residentes;Mayo;4.143
Girona;No Residentes;Junio;2.501
Girona;No Residentes;Julio;8.281
Girona;No Residentes;Agosto;9.453
Girona;No Residentes;Septiembre;4.088
Girona;No Residentes;Octubre;3.459
Girona;No Residentes;Noviembre;1.777
Girona;No Residentes;Diciembre;1.592
Granada;Total;Total;33.752
Granada;Total;Enero;1.426
Granada;Total;Febrero;2.339
Granada;Total;Marzo;2.819
Granada;Total;Abril;2.298
Granada;Total;Mayo;2.762
Granada;Total;Junio;3.068
Granada;Total;Julio;2.898
Granada;Total;Agosto;4.900
Granada;Total;Septiembre;2.722
Granada;Total;Octubre;3.029
Granada;Total;Noviembre;2.588
Granada;Total;Diciembre;2.903
Granada;Residentes en España;Total;26.579
Granada;Residentes en España;Enero;1.394
Granada;Residentes en España;Febrero;1.836
Granada;Residentes en España;Marzo;2.369
Granada;Residentes en España;Abril;1.724
Granada;Residentes en España;Mayo;1.920
Granada;Residentes en España;Junio;2.256
Granada;Residentes en España;Julio;2.418
Granada;Residentes en España;Agosto;4.093
Granada;Residentes en España;Septiembre;1.884
Granada;Residentes en España;Octubre;1.886
Granada;Residentes en España;Noviembre;2.155
Granada;Residentes en España;Diciembre;2.644
Granada;No Residentes;Total;7.173
Granada;No Residentes;Enero;32
Granada;No Residentes;Febrero;504
Granada;No Residentes;Marzo;451
Granada;No Residentes;Abril;574
Granada;No Residentes;Mayo;843
Granada;No Residentes;Junio;812
Granada;No Residentes;Julio;480
Granada;No Residentes;Agosto;807
Granada;No Residentes;Septiembre;838
Granada;No Residentes;Octubre;1.142
Granada;No Residentes;Noviembre;433
Granada;No Residentes;Diciembre;259
Guadalajara;Total;Total;94.305
Guadalajara;Total;Enero;4.029
Guadalajara;Total;Febrero;5.445
Guadalajara;Total;Marzo;7.893
Guadalajara;Total;Abril;6.676
Guadalajara;Total;Mayo;8.974
Guadalajara;Total;Junio;8.287
Guadalajara;Total;Julio;9.391
Guadalajara;Total;Agosto;10.361
Guadalajara;Total;Septiembre;7.667
Guadalajara;Total;Octubre;8.781
Guadalajara;Total;Noviembre;8.368
Guadalajara;Total;Diciembre;8.434
Guadalajara;Residentes en España;Total;89.405
Guadalajara;Residentes en España;Enero;3.858
Guadalajara;Residentes en España;Febrero;5.219
Guadalajara;Residentes en España;Marzo;7.490
Guadalajara;Residentes en España;Abril;6.255
Guadalajara;Residentes en España;Mayo;8.647
Guadalajara;Residentes en España;Junio;7.846
Guadalajara;Residentes en España;Julio;8.935
Guadalajara;Residentes en España;Agosto;9.998
Guadalajara;Residentes en España;Septiembre;6.666
Guadalajara;Residentes en España;Octubre;8.157
Guadalajara;Residentes en España;Noviembre;8.113
Guadalajara;Residentes en España;Diciembre;8.221
Guadalajara;No Residentes;Total;4.900
Guadalajara;No Residentes;Enero;171
Guadalajara;No Residentes;Febrero;226
Guadalajara;No Residentes;Marzo;403
Guadalajara;No Residentes;Abril;421
Guadalajara;No Residentes;Mayo;327
Guadalajara;No Residentes;Junio;441
Guadalajara;No Residentes;Julio;456
Guadalajara;No Residentes;Agosto;363
Guadalajara;No Residentes;Septiembre;1.001
Guadalajara;No Residentes;Octubre;624
Guadalajara;No Residentes;Noviembre;255
Guadalajara;No Residentes;Diciembre;213
Huelva;Total;Total;50.172
Huelva;Total;Enero;3.257
Huelva;Total;Febrero;4.384
Huelva;Total;Marzo;3.792
Huelva;Total;Abril;4.286
Huelva;Total;Mayo;3.752
Huelva;Total;Junio;3.834
Huelva;Total;Julio;5.255
Huelva;Total;Agosto;6.025
Huelva;Total;Septiembre;3.680
Huelva;Total;Octubre;4.004
Huelva;Total;Noviembre;3.882
Huelva;Total;Diciembre;4.021
Huelva;Residentes en España;Total;46.256
Huelva;Residentes en España;Enero;3.120
Huelva;Residentes en España;Febrero;4.066
Huelva;Residentes en España;Marzo;3.450
Huelva;Residentes en España;Abril;3.719
Huelva;Residentes en España;Mayo;3.514
Huelva;Residentes en España;Junio;3.552
Huelva;Residentes en España;Julio;5.017
Huelva;Residentes en España;Agosto;5.559
Huelva;Residentes en España;Septiembre;3.322
Huelva;Residentes en España;Octubre;3.481
Huelva;Residentes en España;Noviembre;3.688
Huelva;Residentes en España;Diciembre;3.767
Huelva;No Residentes;Total;3.917
Huelva;No Residentes;Enero;136
Huelva;No Residentes;Febrero;319
Huelva;No Residentes;Marzo;342
Huelva;No Residentes;Abril;567
Huelva;No Residentes;Mayo;238
Huelva;No Residentes;Junio;283
Huelva;No Residentes;Julio;238
Huelva;No Residentes;Agosto;466
Huelva;No Residentes;Septiembre;358
Huelva;No Residentes;Octubre;522
Huelva;No Residentes;Noviembre;195
Huelva;No Residentes;Diciembre;254
Huesca;Total;Total;106.370
Huesca;Total;Enero;5.098
Huesca;Total;Febrero;5.897
Huesca;Total;Marzo;8.428
Huesca;Total;Abril;6.300
Huesca;Total;Mayo;7.771
Huesca;Total;Junio;8.850
Huesca;Total;Julio;12.952
Huesca;Total;Agosto;16.707
Huesca;Total;Septiembre;10.082
Huesca;Total;Octubre;8.485
Huesca;Total;Noviembre;7.036
Huesca;Total;Diciembre;8.763
Huesca;Residentes en España;Total;87.501
Huesca;Residentes en España;Enero;4.819
Huesca;Residentes en España;Febrero;5.426
Huesca;Residentes en España;Marzo;7.923
Huesca;Residentes en España;Abril;5.018
Huesca;Residentes en España;Mayo;5.136
Huesca;Residentes en España;Junio;7.142
Huesca;Residentes en España;Julio;10.263
Huesca;Residentes en España;Agosto;12.704
Huesca;Residentes en España;Septiembre;8.170
Huesca;Residentes en España;Octubre;6.909
Huesca;Residentes en España;Noviembre;5.765
Huesca;Residentes en España;Diciembre;8.227
Huesca;No Residentes;Total;18.869
Huesca;No Residentes;Enero;279
Huesca;No Residentes;Febrero;471
Huesca;No Residentes;Marzo;505
Huesca;No Residentes;Abril;1.282
Huesca;No Residentes;Mayo;2.635
Huesca;No Residentes;Junio;1.707
Huesca;No Residentes;Julio;2.689
Huesca;No Residentes;Agosto;4.003
Huesca;No Residentes;Septiembre;1.913
Huesca;No Residentes;Octubre;1.576
Huesca;No Residentes;Noviembre;1.271
Huesca;No Residentes;Diciembre;537
Jaén;Total;Total;39.926
Jaén;Total;Enero;2.099
Jaén;Total;Febrero;2.557
Jaén;Total;Marzo;3.519
Jaén;Total;Abril;3.463
Jaén;Total;Mayo;2.902
Jaén;Total;Junio;2.105
Jaén;Total;Julio;4.267
Jaén;Total;Agosto;5.338
Jaén;Total;Septiembre;3.107
Jaén;Total;Octubre;3.066
Jaén;Total;Noviembre;3.796
Jaén;Total;Diciembre;3.704
Jaén;Residentes en España;Total;38.311
Jaén;Residentes en España;Enero;2.012
Jaén;Residentes en España;Febrero;2.511
Jaén;Residentes en España;Marzo;3.459
Jaén;Residentes en España;Abril;3.282
Jaén;Residentes en España;Mayo;2.766
Jaén;Residentes en España;Junio;1.958
Jaén;Residentes en España;Julio;3.965
Jaén;Residentes en España;Agosto;5.149
Jaén;Residentes en España;Septiembre;3.020
Jaén;Residentes en España;Octubre;2.943
Jaén;Residentes en España;Noviembre;3.687
Jaén;Residentes en España;Diciembre;3.560
Jaén;No Residentes;Total;1.614
Jaén;No Residentes;Enero;88
Jaén;No Residentes;Febrero;46
Jaén;No Residentes;Marzo;60
Jaén;No Residentes;Abril;181
Jaén;No Residentes;Mayo;137
Jaén;No Residentes;Junio;147
Jaén;No Residentes;Julio;302
Jaén;No Residentes;Agosto;189
Jaén;No Residentes;Septiembre;87
Jaén;No Residentes;Octubre;123
Jaén;No Residentes;Noviembre;110
Jaén;No Residentes;Diciembre;144
León;Total;Total;103.441
León;Total;Enero;3.372
León;Total;Febrero;3.284
León;Total;Marzo;7.048
León;Total;Abril;7.513
León;Total;Mayo;9.079
León;Total;Junio;9.349
León;Total;Julio;16.272
León;Total;Agosto;18.621
León;Total;Septiembre;9.755
León;Total;Octubre;7.656
León;Total;Noviembre;6.005
León;Total;Diciembre;5.486
León;Residentes en España;Total;83.270
León;Residentes en España;Enero;3.115
León;Residentes en España;Febrero;3.051
León;Residentes en España;Marzo;6.872
León;Residentes en España;Abril;5.342
León;Residentes en España;Mayo;5.792
León;Residentes en España;Junio;6.538
León;Residentes en España;Julio;12.635
León;Residentes en España;Agosto;15.490
León;Residentes en España;Septiembre;7.296
León;Residentes en España;Octubre;6.033
León;Residentes en España;Noviembre;5.798
León;Residentes en España;Diciembre;5.309
León;No Residentes;Total;20.171
León;No Residentes;Enero;257
León;No Residentes;Febrero;233
León;No Residentes;Marzo;176
León;No Residentes;Abril;2.172
León;No Residentes;Mayo;3.287
León;No Residentes;Junio;2.810
León;No Residentes;Julio;3.637
León;No Residentes;Agosto;3.132
León;No Residentes;Septiembre;2.460
León;No Residentes;Octubre;1.623
León;No Residentes;Noviembre;208
León;No Residentes;Diciembre;177
Lleida;Total;Total;85.481
Lleida;Total;Enero;3.590
Lleida;Total;Febrero;5.196
Lleida;Total;Marzo;6.967
Lleida;Total;Abril;4.843
Lleida;Total;Mayo;5.941
Lleida;Total;Junio;7.808
Lleida;Total;Julio;8.570
Lleida;Total;Agosto;10.891
Lleida;Total;Septiembre;8.013
Lleida;Total;Octubre;6.875
Lleida;Total;Noviembre;7.808
Lleida;Total;Diciembre;8.978
Lleida;Residentes en España;Total;77.282
Lleida;Residentes en España;Enero;3.363
Lleida;Residentes en España;Febrero;4.974
Lleida;Residentes en España;Marzo;6.488
Lleida;Residentes en España;Abril;4.211
Lleida;Residentes en España;Mayo;4.776
Lleida;Residentes en España;Junio;6.657
Lleida;Residentes en España;Julio;7.623
Lleida;Residentes en España;Agosto;9.800
Lleida;Residentes en España;Septiembre;7.160
Lleida;Residentes en España;Octubre;6.113
Lleida;Residentes en España;Noviembre;7.542
Lleida;Residentes en España;Diciembre;8.576
Lleida;No Residentes;Total;8.199
Lleida;No Residentes;Enero;227
Lleida;No Residentes;Febrero;222
Lleida;No Residentes;Marzo;479
Lleida;No Residentes;Abril;633
Lleida;No Residentes;Mayo;1.165
Lleida;No Residentes;Junio;1.151
Lleida;No Residentes;Julio;947
Lleida;No Residentes;Agosto;1.092
Lleida;No Residentes;Septiembre;853
Lleida;No Residentes;Octubre;763
Lleida;No Residentes;Noviembre;266
Lleida;No Residentes;Diciembre;402
Lugo;Total;Total;49.835
Lugo;Total;Enero;462
Lugo;Total;Febrero;818
Lugo;Total;Marzo;2.672
Lugo;Total;Abril;3.316
Lugo;Total;Mayo;5.299
Lugo;Total;Junio;5.318
Lugo;Total;Julio;6.859
Lugo;Total;Agosto;9.198
Lugo;Total;Septiembre;6.994
Lugo;Total;Octubre;4.921
Lugo;Total;Noviembre;2.515
Lugo;Total;Diciembre;1.465
Lugo;Residentes en España;Total;36.199
Lugo;Residentes en España;Enero;423
Lugo;Residentes en España;Febrero;799
Lugo;Residentes en España;Marzo;2.473
Lugo;Residentes en España;Abril;1.785
Lugo;Residentes en España;Mayo;3.243
Lugo;Residentes en España;Junio;3.510
Lugo;Residentes en España;Julio;5.302
Lugo;Residentes en España;Agosto;7.720
Lugo;Residentes en España;Septiembre;4.386
Lugo;Residentes en España;Octubre;2.870
Lugo;Residentes en España;Noviembre;2.327
Lugo;Residentes en España;Diciembre;1.362
Lugo;No Residentes;Total;13.637
Lugo;No Residentes;Enero;39
Lugo;No Residentes;Febrero;19
Lugo;No Residentes;Marzo;198
Lugo;No Residentes;Abril;1.531
Lugo;No Residentes;Mayo;2.056
Lugo;No Residentes;Junio;1.808
Lugo;No Residentes;Julio;1.557
Lugo;No Residentes;Agosto;1.478
Lugo;No Residentes;Septiembre;2.608
Lugo;No Residentes;Octubre;2.051
Lugo;No Residentes;Noviembre;189
Lugo;No Residentes;Diciembre;103
Madrid;Total;Total;142.970
Madrid;Total;Enero;7.279
Madrid;Total;Febrero;10.515
Madrid;Total;Marzo;11.235
Madrid;Total;Abril;10.635
Madrid;Total;Mayo;13.364
Madrid;Total;Junio;13.814
Madrid;Total;Julio;12.264
Madrid;Total;Agosto;13.222
Madrid;Total;Septiembre;12.705
Madrid;Total;Octubre;13.056
Madrid;Total;Noviembre;12.252
Madrid;Total;Diciembre;12.630
Madrid;Residentes en España;Total;133.182
Madrid;Residentes en España;Enero;6.957
Madrid;Residentes en España;Febrero;10.083
Madrid;Residentes en España;Marzo;10.603
Madrid;Residentes en España;Abril;10.067
Madrid;Residentes en España;Mayo;12.319
Madrid;Residentes en España;Junio;12.894
Madrid;Residentes en España;Julio;11.452
Madrid;Residentes en España;Agosto;12.177
Madrid;Residentes en España;Septiembre;11.599
Madrid;Residentes en España;Octubre;11.600
Madrid;Residentes en España;Noviembre;11.393
Madrid;Residentes en España;Diciembre;12.038
Madrid;No Residentes;Total;9.788
Madrid;No Residentes;Enero;322
Madrid;No Residentes;Febrero;432
Madrid;No Residentes;Marzo;632
Madrid;No Residentes;Abril;568
Madrid;No Residentes;Mayo;1.045
Madrid;No Residentes;Junio;920
Madrid;No Residentes;Julio;812
Madrid;No Residentes;Agosto;1.045
Madrid;No Residentes;Septiembre;1.106
Madrid;No Residentes;Octubre;1.456
Madrid;No Residentes;Noviembre;859
Madrid;No Residentes;Diciembre;592
Málaga;Total;Total;141.791
Málaga;Total;Enero;4.575
Málaga;Total;Febrero;4.699
Málaga;Total;Marzo;8.644
Málaga;Total;Abril;12.226
Málaga;Total;Mayo;13.333
Málaga;Total;Junio;13.055
Málaga;Total;Julio;16.823
Málaga;Total;Agosto;22.995
Málaga;Total;Septiembre;16.730
Málaga;Total;Octubre;14.233
Málaga;Total;Noviembre;8.043
Málaga;Total;Diciembre;6.435
Málaga;Residentes en España;Total;43.611
Málaga;Residentes en España;Enero;1.920
Málaga;Residentes en España;Febrero;1.831
Málaga;Residentes en España;Marzo;2.895
Málaga;Residentes en España;Abril;1.334
Málaga;Residentes en España;Mayo;2.741
Málaga;Residentes en España;Junio;3.150
Málaga;Residentes en España;Julio;4.519
Málaga;Residentes en España;Agosto;8.499
Málaga;Residentes en España;Septiembre;5.295
Málaga;Residentes en España;Octubre;3.785
Málaga;Residentes en España;Noviembre;3.460
Málaga;Residentes en España;Diciembre;4.182
Málaga;No Residentes;Total;98.180
Málaga;No Residentes;Enero;2.655
Málaga;No Residentes;Febrero;2.868
Málaga;No Residentes;Marzo;5.749
Málaga;No Residentes;Abril;10.892
Málaga;No Residentes;Mayo;10.592
Málaga;No Residentes;Junio;9.905
Málaga;No Residentes;Julio;12.304
Málaga;No Residentes;Agosto;14.495
Málaga;No Residentes;Septiembre;11.435
Málaga;No Residentes;Octubre;10.448
Málaga;No Residentes;Noviembre;4.584
Málaga;No Residentes;Diciembre;2.253
Murcia;Total;Total;40.280
Murcia;Total;Enero;2.180
Murcia;Total;Febrero;2.611
Murcia;Total;Marzo;3.576
Murcia;Total;Abril;2.413
Murcia;Total;Mayo;2.622
Murcia;Total;Junio;3.552
Murcia;Total;Julio;4.444
Murcia;Total;Agosto;4.870
Murcia;Total;Septiembre;2.968
Murcia;Total;Octubre;3.104
Murcia;Total;Noviembre;3.634
Murcia;Total;Diciembre;4.306
Murcia;Residentes en España;Total;38.089
Murcia;Residentes en España;Enero;2.003
Murcia;Residentes en España;Febrero;2.438
Murcia;Residentes en España;Marzo;3.369
Murcia;Residentes en España;Abril;2.319
Murcia;Residentes en España;Mayo;2.444
Murcia;Residentes en España;Junio;3.379
Murcia;Residentes en España;Julio;4.193
Murcia;Residentes en España;Agosto;4.638
Murcia;Residentes en España;Septiembre;2.854
Murcia;Residentes en España;Octubre;2.736
Murcia;Residentes en España;Noviembre;3.547
Murcia;Residentes en España;Diciembre;4.169
Murcia;No Residentes;Total;2.191
Murcia;No Residentes;Enero;177
Murcia;No Residentes;Febrero;173
Murcia;No Residentes;Marzo;207
Murcia;No Residentes;Abril;94
Murcia;No Residentes;Mayo;178
Murcia;No Residentes;Junio;173
Murcia;No Residentes;Julio;251
Murcia;No Residentes;Agosto;232
Murcia;No Residentes;Septiembre;114
Murcia;No Residentes;Octubre;368
Murcia;No Residentes;Noviembre;88
Murcia;No Residentes;Diciembre;137
Navarra;Total;Total;171.879
Navarra;Total;Enero;6.121
Navarra;Total;Febrero;5.453
Navarra;Total;Marzo;9.496
Navarra;Total;Abril;15.727
Navarra;Total;Mayo;18.999
Navarra;Total;Junio;13.591
Navarra;Total;Julio;21.679
Navarra;Total;Agosto;26.583
Navarra;Total;Septiembre;16.857
Navarra;Total;Octubre;14.596
Navarra;Total;Noviembre;11.875
Navarra;Total;Diciembre;10.901
Navarra;Residentes en España;Total;135.500
Navarra;Residentes en España;Enero;5.505
Navarra;Residentes en España;Febrero;5.072
Navarra;Residentes en España;Marzo;8.725
Navarra;Residentes en España;Abril;8.882
Navarra;Residentes en España;Mayo;9.741
Navarra;Residentes en España;Junio;8.580
Navarra;Residentes en España;Julio;17.906
Navarra;Residentes en España;Agosto;23.980
Navarra;Residentes en España;Septiembre;13.705
Navarra;Residentes en España;Octubre;12.425
Navarra;Residentes en España;Noviembre;10.636
Navarra;Residentes en España;Diciembre;10.344
Navarra;No Residentes;Total;36.379
Navarra;No Residentes;Enero;616
Navarra;No Residentes;Febrero;381
Navarra;No Residentes;Marzo;771
Navarra;No Residentes;Abril;6.845
Navarra;No Residentes;Mayo;9.259
Navarra;No Residentes;Junio;5.011
Navarra;No Residentes;Julio;3.772
Navarra;No Residentes;Agosto;2.603
Navarra;No Residentes;Septiembre;3.152
Navarra;No Residentes;Octubre;2.171
Navarra;No Residentes;Noviembre;1.239
Navarra;No Residentes;Diciembre;557
Ourense;Total;Total;30.169
Ourense;Total;Enero;1.380
Ourense;Total;Febrero;1.611
Ourense;Total;Marzo;2.521
Ourense;Total;Abril;1.811
Ourense;Total;Mayo;2.656
Ourense;Total;Junio;2.301
Ourense;Total;Julio;3.524
Ourense;Total;Agosto;4.823
Ourense;Total;Septiembre;3.537
Ourense;Total;Octubre;2.380
Ourense;Total;Noviembre;1.835
Ourense;Total;Diciembre;1.791
Ourense;Residentes en España;Total;24.466
Ourense;Residentes en España;Enero;1.121
Ourense;Residentes en España;Febrero;1.339
Ourense;Residentes en España;Marzo;2.223
Ourense;Residentes en España;Abril;1.324
Ourense;Residentes en España;Mayo;1.994
Ourense;Residentes en España;Junio;1.831
Ourense;Residentes en España;Julio;2.958
Ourense;Residentes en España;Agosto;4.042
Ourense;Residentes en España;Septiembre;2.640
Ourense;Residentes en España;Octubre;1.879
Ourense;Residentes en España;Noviembre;1.562
Ourense;Residentes en España;Diciembre;1.554
Ourense;No Residentes;Total;5.703
Ourense;No Residentes;Enero;259
Ourense;No Residentes;Febrero;272
Ourense;No Residentes;Marzo;298
Ourense;No Residentes;Abril;487
Ourense;No Residentes;Mayo;662
Ourense;No Residentes;Junio;470
Ourense;No Residentes;Julio;566
Ourense;No Residentes;Agosto;781
Ourense;No Residentes;Septiembre;897
Ourense;No Residentes;Octubre;501
Ourense;No Residentes;Noviembre;272
Ourense;No Residentes;Diciembre;237
Palencia;Total;Total;49.209
Palencia;Total;Enero;1.953
Palencia;Total;Febrero;2.088
Palencia;Total;Marzo;3.647
Palencia;Total;Abril;3.105
Palencia;Total;Mayo;4.414
Palencia;Total;Junio;4.483
Palencia;Total;Julio;6.218
Palencia;Total;Agosto;7.464
Palencia;Total;Septiembre;5.092
Palencia;Total;Octubre;5.055
Palencia;Total;Noviembre;3.242
Palencia;Total;Diciembre;2.448
Palencia;Residentes en España;Total;40.671
Palencia;Residentes en España;Enero;1.705
Palencia;Residentes en España;Febrero;1.841
Palencia;Residentes en España;Marzo;3.123
Palencia;Residentes en España;Abril;2.644
Palencia;Residentes en España;Mayo;3.312
Palencia;Residentes en España;Junio;3.644
Palencia;Residentes en España;Julio;4.879
Palencia;Residentes en España;Agosto;6.110
Palencia;Residentes en España;Septiembre;4.162
Palencia;Residentes en España;Octubre;4.169
Palencia;Residentes en España;Noviembre;2.924
Palencia;Residentes en España;Diciembre;2.158
Palencia;No Residentes;Total;8.538
Palencia;No Residentes;Enero;248
Palencia;No Residentes;Febrero;247
Palencia;No Residentes;Marzo;524
Palencia;No Residentes;Abril;461
Palencia;No Residentes;Mayo;1.102
Palencia;No Residentes;Junio;839
Palencia;No Residentes;Julio;1.338
Palencia;No Residentes;Agosto;1.355
Palencia;No Residentes;Septiembre;930
Palencia;No Residentes;Octubre;885
Palencia;No Residentes;Noviembre;318
Palencia;No Residentes;Diciembre;290
Palmas, Las;Total;Total;29.397
Palmas, Las;Total;Enero;2.827
Palmas, Las;Total;Febrero;2.715
Palmas, Las;Total;Marzo;2.901
Palmas, Las;Total;Abril;2.416
Palmas, Las;Total;Mayo;2.621
Palmas, Las;Total;Junio;1.711
Palmas, Las;Total;Julio;2.264
Palmas, Las;Total;Agosto;2.209
Palmas, Las;Total;Septiembre;2.026
Palmas, Las;Total;Octubre;2.083
Palmas, Las;Total;Noviembre;3.103
Palmas, Las;Total;Diciembre;2.521
Palmas, Las;Residentes en España;Total;11.144
Palmas, Las;Residentes en España;Enero;596
Palmas, Las;Residentes en España;Febrero;481
Palmas, Las;Residentes en España;Marzo;715
Palmas, Las;Residentes en España;Abril;893
Palmas, Las;Residentes en España;Mayo;1.083
Palmas, Las;Residentes en España;Junio;1.029
Palmas, Las;Residentes en España;Julio;1.436
Palmas, Las;Residentes en España;Agosto;1.412
Palmas, Las;Residentes en España;Septiembre;1.111
Palmas, Las;Residentes en España;Octubre;898
Palmas, Las;Residentes en España;Noviembre;828
Palmas, Las;Residentes en España;Diciembre;663
Palmas, Las;No Residentes;Total;18.252
Palmas, Las;No Residentes;Enero;2.231
Palmas, Las;No Residentes;Febrero;2.234
Palmas, Las;No Residentes;Marzo;2.187
Palmas, Las;No Residentes;Abril;1.522
Palmas, Las;No Residentes;Mayo;1.539
Palmas, Las;No Residentes;Junio;682
Palmas, Las;No Residentes;Julio;828
Palmas, Las;No Residentes;Agosto;797
Palmas, Las;No Residentes;Septiembre;915
Palmas, Las;No Residentes;Octubre;1.185
Palmas, Las;No Residentes;Noviembre;2.275
Palmas, Las;No Residentes;Diciembre;1.858
Pontevedra;Total;Total;44.280
Pontevedra;Total;Enero;658
Pontevedra;Total;Febrero;868
Pontevedra;Total;Marzo;1.876
Pontevedra;Total;Abril;3.427
Pontevedra;Total;Mayo;4.980
Pontevedra;Total;Junio;5.629
Pontevedra;Total;Julio;6.265
Pontevedra;Total;Agosto;8.311
Pontevedra;Total;Septiembre;6.231
Pontevedra;Total;Octubre;3.392
Pontevedra;Total;Noviembre;1.123
Pontevedra;Total;Diciembre;1.521
Pontevedra;Residentes en España;Total;29.360
Pontevedra;Residentes en España;Enero;537
Pontevedra;Residentes en España;Febrero;810
Pontevedra;Residentes en España;Marzo;1.641
Pontevedra;Residentes en España;Abril;1.636
Pontevedra;Residentes en España;Mayo;2.814
Pontevedra;Residentes en España;Junio;3.664
Pontevedra;Residentes en España;Julio;4.659
Pontevedra;Residentes en España;Agosto;6.368
Pontevedra;Residentes en España;Septiembre;3.341
Pontevedra;Residentes en España;Octubre;1.728
Pontevedra;Residentes en España;Noviembre;898
Pontevedra;Residentes en España;Diciembre;1.263
Pontevedra;No Residentes;Total;14.919
Pontevedra;No Residentes;Enero;120
Pontevedra;No Residentes;Febrero;58
Pontevedra;No Residentes;Marzo;235
Pontevedra;No Residentes;Abril;1.791
Pontevedra;No Residentes;Mayo;2.166
Pontevedra;No Residentes;Junio;1.965
Pontevedra;No Residentes;Julio;1.605
Pontevedra;No Residentes;Agosto;1.943
Pontevedra;No Residentes;Septiembre;2.889
Pontevedra;No Residentes;Octubre;1.664
