Provincias de destino;Procedencia de los viajeros;Meses;Total
Pontevedra;No Residentes;Noviembre;225
Pontevedra;No Residentes;Diciembre;258
Rioja, La;Total;Total;34.728
Rioja, La;Total;Enero;907
Rioja, La;Total;Febrero;1.606
Rioja, La;Total;Marzo;2.725
Rioja, La;Total;Abril;2.572
Rioja, La;Total;Mayo;3.497
Rioja, La;Total;Junio;3.002
Rioja, La;Total;Julio;3.558
Rioja, La;Total;Agosto;4.619
Rioja, La;Total;Septiembre;3.554
Rioja, La;Total;Octubre;3.604
Rioja, La;Total;Noviembre;2.524
Rioja, La;Total;Diciembre;2.560
Rioja, La;Residentes en España;Total;26.091
Rioja, La;Residentes en España;Enero;731
Rioja, La;Residentes en España;Febrero;1.137
Rioja, La;Residentes en España;Marzo;2.292
Rioja, La;Residentes en España;Abril;1.972
Rioja, La;Residentes en España;Mayo;2.409
Rioja, La;Residentes en España;Junio;1.845
Rioja, La;Residentes en España;Julio;2.473
Rioja, La;Residentes en España;Agosto;3.546
Rioja, La;Residentes en España;Septiembre;2.280
Rioja, La;Residentes en España;Octubre;2.819
Rioja, La;Residentes en España;Noviembre;2.255
Rioja, La;Residentes en España;Diciembre;2.332
Rioja, La;No Residentes;Total;8.637
Rioja, La;No Residentes;Enero;176
Rioja, La;No Residentes;Febrero;469
Rioja, La;No Residentes;Marzo;433
Rioja, La;No Residentes;Abril;600
Rioja, La;No Residentes;Mayo;1.088
Rioja, La;No Residentes;Junio;1.157
Rioja, La;No Residentes;Julio;1.085
Rioja, La;No Residentes;Agosto;1.073
Rioja, La;No Residentes;Septiembre;1.273
Rioja, La;No Residentes;Octubre;785
Rioja, La;No Residentes;Noviembre;268
Rioja, La;No Residentes;Diciembre;228
Salamanca;Total;Total;85.245
Salamanca;Total;Enero;3.225
Salamanca;Total;Febrero;4.760
Salamanca;Total;Marzo;8.102
Salamanca;Total;Abril;6.465
Salamanca;Total;Mayo;6.785
Salamanca;Total;Junio;7.206
Salamanca;Total;Julio;8.722
Salamanca;Total;Agosto;12.028
Salamanca;Total;Septiembre;7.464
Salamanca;Total;Octubre;6.814
Salamanca;Total;Noviembre;5.587
Salamanca;Total;Diciembre;8.087
Salamanca;Residentes en España;Total;74.464
Salamanca;Residentes en España;Enero;2.829
Salamanca;Residentes en España;Febrero;4.327
Salamanca;Residentes en España;Marzo;7.484
Salamanca;Residentes en España;Abril;5.274
Salamanca;Residentes en España;Mayo;5.834
Salamanca;Residentes en España;Junio;6.229
Salamanca;Residentes en España;Julio;7.477
Salamanca;Residentes en España;Agosto;10.194
Salamanca;Residentes en España;Septiembre;6.313
Salamanca;Residentes en España;Octubre;5.911
Salamanca;Residentes en España;Noviembre;4.962
Salamanca;Residentes en España;Diciembre;7.630
Salamanca;No Residentes;Total;10.781
Salamanca;No Residentes;Enero;396
Salamanca;No Residentes;Febrero;433
Salamanca;No Residentes;Marzo;618
Salamanca;No Residentes;Abril;1.191
Salamanca;No Residentes;Mayo;950
Salamanca;No Residentes;Junio;977
Salamanca;No Residentes;Julio;1.245
Salamanca;No Residentes;Agosto;1.834
Salamanca;No Residentes;Septiembre;1.151
Salamanca;No Residentes;Octubre;903
Salamanca;No Residentes;Noviembre;625
Salamanca;No Residentes;Diciembre;457
Santa Cruz de Tenerife;Total;Total;61.801
Santa Cruz de Tenerife;Total;Enero;7.082
Santa Cruz de Tenerife;Total;Febrero;6.744
Santa Cruz de Tenerife;Total;Marzo;6.619
Santa Cruz de Tenerife;Total;Abril;4.936
Santa Cruz de Tenerife;Total;Mayo;4.085
Santa Cruz de Tenerife;Total;Junio;3.124
Santa Cruz de Tenerife;Total;Julio;3.431
Santa Cruz de Tenerife;Total;Agosto;4.996
Santa Cruz de Tenerife;Total;Septiembre;4.515
Santa Cruz de Tenerife;Total;Octubre;5.168
Santa Cruz de Tenerife;Total;Noviembre;6.413
Santa Cruz de Tenerife;Total;Diciembre;4.686
Santa Cruz de Tenerife;Residentes en España;Total;25.142
Santa Cruz de Tenerife;Residentes en España;Enero;1.880
Santa Cruz de Tenerife;Residentes en España;Febrero;2.019
Santa Cruz de Tenerife;Residentes en España;Marzo;2.014
Santa Cruz de Tenerife;Residentes en España;Abril;1.762
Santa Cruz de Tenerife;Residentes en España;Mayo;2.129
Santa Cruz de Tenerife;Residentes en España;Junio;1.997
Santa Cruz de Tenerife;Residentes en España;Julio;1.968
Santa Cruz de Tenerife;Residentes en España;Agosto;3.108
Santa Cruz de Tenerife;Residentes en España;Septiembre;2.675
Santa Cruz de Tenerife;Residentes en España;Octubre;2.077
Santa Cruz de Tenerife;Residentes en España;Noviembre;2.045
Santa Cruz de Tenerife;Residentes en España;Diciembre;1.469
Santa Cruz de Tenerife;No Residentes;Total;36.659
Santa Cruz de Tenerife;No Residentes;Enero;5.203
Santa Cruz de Tenerife;No Residentes;Febrero;4.725
Santa Cruz de Tenerife;No Residentes;Marzo;4.605
Santa Cruz de Tenerife;No Residentes;Abril;3.174
Santa Cruz de Tenerife;No Residentes;Mayo;1.956
Santa Cruz de Tenerife;No Residentes;Junio;1.127
Santa Cruz de Tenerife;No Residentes;Julio;1.463
Santa Cruz de Tenerife;No Residentes;Agosto;1.888
Santa Cruz de Tenerife;No Residentes;Septiembre;1.841
Santa Cruz de Tenerife;No Residentes;Octubre;3.090
Santa Cruz de Tenerife;No Residentes;Noviembre;4.369
Santa Cruz de Tenerife;No Residentes;Diciembre;3.217
Segovia;Total;Total;118.856
Segovia;Total;Enero;6.491
Segovia;Total;Febrero;6.520
Segovia;Total;Marzo;10.785
Segovia;Total;Abril;9.974
Segovia;Total;Mayo;10.794
Segovia;Total;Junio;10.286
Segovia;Total;Julio;8.885
Segovia;Total;Agosto;9.852
Segovia;Total;Septiembre;11.161
Segovia;Total;Octubre;11.130
Segovia;Total;Noviembre;11.391
Segovia;Total;Diciembre;11.587
Segovia;Residentes en España;Total;112.176
Segovia;Residentes en España;Enero;6.042
Segovia;Residentes en España;Febrero;6.307
Segovia;Residentes en España;Marzo;10.413
Segovia;Residentes en España;Abril;9.482
Segovia;Residentes en España;Mayo;9.974
Segovia;Residentes en España;Junio;9.456
Segovia;Residentes en España;Julio;8.359
Segovia;Residentes en España;Agosto;9.223
Segovia;Residentes en España;Septiembre;10.278
Segovia;Residentes en España;Octubre;10.639
Segovia;Residentes en España;Noviembre;11.060
Segovia;Residentes en España;Diciembre;10.940
Segovia;No Residentes;Total;6.680
Segovia;No Residentes;Enero;449
Segovia;No Residentes;Febrero;213
Segovia;No Residentes;Marzo;372
Segovia;No Residentes;Abril;492
Segovia;No Residentes;Mayo;820
Segovia;No Residentes;Junio;830
Segovia;No Residentes;Julio;525
Segovia;No Residentes;Agosto;628
Segovia;No Residentes;Septiembre;883
Segovia;No Residentes;Octubre;490
Segovia;No Residentes;Noviembre;330
Segovia;No Residentes;Diciembre;647
Sevilla;Total;Total;38.774
Sevilla;Total;Enero;1.693
Sevilla;Total;Febrero;2.494
Sevilla;Total;Marzo;3.156
Sevilla;Total;Abril;2.230
Sevilla;Total;Mayo;3.100
Sevilla;Total;Junio;2.979
Sevilla;Total;Julio;3.745
Sevilla;Total;Agosto;4.688
Sevilla;Total;Septiembre;3.744
Sevilla;Total;Octubre;3.253
Sevilla;Total;Noviembre;3.658
Sevilla;Total;Diciembre;4.036
Sevilla;Residentes en España;Total;33.951
Sevilla;Residentes en España;Enero;1.664
Sevilla;Residentes en España;Febrero;2.380
Sevilla;Residentes en España;Marzo;2.815
Sevilla;Residentes en España;Abril;1.613
Sevilla;Residentes en España;Mayo;2.324
Sevilla;Residentes en España;Junio;2.670
Sevilla;Residentes en España;Julio;3.232
Sevilla;Residentes en España;Agosto;3.936
Sevilla;Residentes en España;Septiembre;3.200
Sevilla;Residentes en España;Octubre;2.775
Sevilla;Residentes en España;Noviembre;3.391
Sevilla;Residentes en España;Diciembre;3.952
Sevilla;No Residentes;Total;4.824
Sevilla;No Residentes;Enero;29
Sevilla;No Residentes;Febrero;115
Sevilla;No Residentes;Marzo;342
Sevilla;No Residentes;Abril;617
Sevilla;No Residentes;Mayo;776
Sevilla;No Residentes;Junio;308
Sevilla;No Residentes;Julio;514
Sevilla;No Residentes;Agosto;753
Sevilla;No Residentes;Septiembre;544
Sevilla;No Residentes;Octubre;478
Sevilla;No Residentes;Noviembre;267
Sevilla;No Residentes;Diciembre;84
Soria;Total;Total;82.072
Soria;Total;Enero;2.420
Soria;Total;Febrero;3.456
Soria;Total;Marzo;6.710
Soria;Total;Abril;5.826
Soria;Total;Mayo;6.104
Soria;Total;Junio;6.165
Soria;Total;Julio;8.582
Soria;Total;Agosto;11.240
Soria;Total;Septiembre;6.679
Soria;Total;Octubre;10.082
Soria;Total;Noviembre;8.192
Soria;Total;Diciembre;6.616
Soria;Residentes en España;Total;75.179
Soria;Residentes en España;Enero;2.348
Soria;Residentes en España;Febrero;3.103
Soria;Residentes en España;Marzo;6.256
Soria;Residentes en España;Abril;5.221
Soria;Residentes en España;Mayo;5.537
Soria;Residentes en España;Junio;5.602
Soria;Residentes en España;Julio;7.905
Soria;Residentes en España;Agosto;10.314
Soria;Residentes en España;Septiembre;5.862
Soria;Residentes en España;Octubre;9.204
Soria;Residentes en España;Noviembre;7.643
Soria;Residentes en España;Diciembre;6.183
Soria;No Residentes;Total;6.893
Soria;No Residentes;Enero;73
Soria;No Residentes;Febrero;353
Soria;No Residentes;Marzo;454
Soria;No Residentes;Abril;605
Soria;No Residentes;Mayo;567
Soria;No Residentes;Junio;563
Soria;No Residentes;Julio;677
Soria;No Residentes;Agosto;926
Soria;No Residentes;Septiembre;817
Soria;No Residentes;Octubre;878
Soria;No Residentes;Noviembre;549
Soria;No Residentes;Diciembre;433
Tarragona;Total;Total;47.042
Tarragona;Total;Enero;1.951
Tarragona;Total;Febrero;2.859
Tarragona;Total;Marzo;4.139
Tarragona;Total;Abril;3.165
Tarragona;Total;Mayo;4.910
Tarragona;Total;Junio;4.999
Tarragona;Total;Julio;3.991
Tarragona;Total;Agosto;6.800
Tarragona;Total;Septiembre;3.831
Tarragona;Total;Octubre;3.415
Tarragona;Total;Noviembre;3.145
Tarragona;Total;Diciembre;3.838
Tarragona;Residentes en España;Total;41.100
Tarragona;Residentes en España;Enero;1.724
Tarragona;Residentes en España;Febrero;2.703
Tarragona;Residentes en España;Marzo;3.998
Tarragona;Residentes en España;Abril;2.819
Tarragona;Residentes en España;Mayo;4.497
Tarragona;Residentes en España;Junio;4.324
Tarragona;Residentes en España;Julio;3.195
Tarragona;Residentes en España;Agosto;5.031
Tarragona;Residentes en España;Septiembre;3.348
Tarragona;Residentes en España;Octubre;3.011
Tarragona;Residentes en España;Noviembre;2.820
Tarragona;Residentes en España;Diciembre;3.630
Tarragona;No Residentes;Total;5.942
Tarragona;No Residentes;Enero;227
Tarragona;No Residentes;Febrero;156
Tarragona;No Residentes;Marzo;142
Tarragona;No Residentes;Abril;346
Tarragona;No Residentes;Mayo;412
Tarragona;No Residentes;Junio;675
Tarragona;No Residentes;Julio;796
Tarragona;No Residentes;Agosto;1.769
Tarragona;No Residentes;Septiembre;483
Tarragona;No Residentes;Octubre;403
Tarragona;No Residentes;Noviembre;325
Tarragona;No Residentes;Diciembre;208
Teruel;Total;Total;79.908
Teruel;Total;Enero;2.711
Teruel;Total;Febrero;5.116
Teruel;Total;Marzo;6.946
Teruel;Total;Abril;6.996
Teruel;Total;Mayo;6.428
Teruel;Total;Junio;6.656
Teruel;Total;Julio;7.206
Teruel;Total;Agosto;12.881
Teruel;Total;Septiembre;7.147
Teruel;Total;Octubre;7.487
Teruel;Total;Noviembre;3.603
Teruel;Total;Diciembre;6.732
Teruel;Residentes en España;Total;74.725
Teruel;Residentes en España;Enero;2.615
Teruel;Residentes en España;Febrero;4.881
Teruel;Residentes en España;Marzo;6.629
Teruel;Residentes en España;Abril;6.830
Teruel;Residentes en España;Mayo;5.951
Teruel;Residentes en España;Junio;6.314
Teruel;Residentes en España;Julio;6.746
Teruel;Residentes en España;Agosto;11.764
Teruel;Residentes en España;Septiembre;6.463
Teruel;Residentes en España;Octubre;7.024
Teruel;Residentes en España;Noviembre;3.150
Teruel;Residentes en España;Diciembre;6.355
Teruel;No Residentes;Total;5.183
Teruel;No Residentes;Enero;96
Teruel;No Residentes;Febrero;234
Teruel;No Residentes;Marzo;316
Teruel;No Residentes;Abril;165
Teruel;No Residentes;Mayo;477
Teruel;No Residentes;Junio;342
Teruel;No Residentes;Julio;460
Teruel;No Residentes;Agosto;1.117
Teruel;No Residentes;Septiembre;684
Teruel;No Residentes;Octubre;463
Teruel;No Residentes;Noviembre;452
Teruel;No Residentes;Diciembre;376
Toledo;Total;Total;105.663
Toledo;Total;Enero;3.642
Toledo;Total;Febrero;4.638
Toledo;Total;Marzo;8.249
Toledo;Total;Abril;7.918
Toledo;Total;Mayo;10.337
Toledo;Total;Junio;12.261
Toledo;Total;Julio;11.266
Toledo;Total;Agosto;11.197
Toledo;Total;Septiembre;9.660
Toledo;Total;Octubre;9.203
Toledo;Total;Noviembre;7.897
Toledo;Total;Diciembre;9.395
Toledo;Residentes en España;Total;99.597
Toledo;Residentes en España;Enero;3.350
Toledo;Residentes en España;Febrero;4.314
Toledo;Residentes en España;Marzo;7.636
Toledo;Residentes en España;Abril;7.209
Toledo;Residentes en España;Mayo;9.659
Toledo;Residentes en España;Junio;11.864
Toledo;Residentes en España;Julio;10.811
Toledo;Residentes en España;Agosto;10.476
Toledo;Residentes en España;Septiembre;9.098
Toledo;Residentes en España;Octubre;8.507
Toledo;Residentes en España;Noviembre;7.536
Toledo;Residentes en España;Diciembre;9.137
Toledo;No Residentes;Total;6.066
Toledo;No Residentes;Enero;292
Toledo;No Residentes;Febrero;324
Toledo;No Residentes;Marzo;613
Toledo;No Residentes;Abril;709
Toledo;No Residentes;Mayo;678
Toledo;No Residentes;Junio;397
Toledo;No Residentes;Julio;455
Toledo;No Residentes;Agosto;721
Toledo;No Residentes;Septiembre;563
Toledo;No Residentes;Octubre;696
Toledo;No Residentes;Noviembre;360
Toledo;No Residentes;Diciembre;258
Valencia;Total;Total;59.393
Valencia;Total;Enero;2.601
Valencia;Total;Febrero;3.477
Valencia;Total;Marzo;6.343
Valencia;Total;Abril;5.168
Valencia;Total;Mayo;5.320
Valencia;Total;Junio;5.767
Valencia;Total;Julio;4.748
Valencia;Total;Agosto;7.201
Valencia;Total;Septiembre;5.239
Valencia;Total;Octubre;4.733
Valencia;Total;Noviembre;3.764
Valencia;Total;Diciembre;5.030
Valencia;Residentes en España;Total;51.750
Valencia;Residentes en España;Enero;2.295
Valencia;Residentes en España;Febrero;3.271
Valencia;Residentes en España;Marzo;5.775
Valencia;Residentes en España;Abril;4.664
Valencia;Residentes en España;Mayo;4.681
Valencia;Residentes en España;Junio;5.222
Valencia;Residentes en España;Julio;3.810
Valencia;Residentes en España;Agosto;5.750
Valencia;Residentes en España;Septiembre;4.424
Valencia;Residentes en España;Octubre;4.176
Valencia;Residentes en España;Noviembre;3.231
Valencia;Residentes en España;Diciembre;4.450
Valencia;No Residentes;Total;7.643
Valencia;No Residentes;Enero;306
Valencia;No Residentes;Febrero;206
Valencia;No Residentes;Marzo;568
Valencia;No Residentes;Abril;504
Valencia;No Residentes;Mayo;639
Valencia;No Residentes;Junio;544
Valencia;No Residentes;Julio;938
Valencia;No Residentes;Agosto;1.451
Valencia;No Residentes;Septiembre;816
Valencia;No Residentes;Octubre;557
Valencia;No Residentes;Noviembre;534
Valencia;No Residentes;Diciembre;580
Valladolid;Total;Total;44.315
Valladolid;Total;Enero;1.540
Valladolid;Total;Febrero;1.936
Valladolid;Total;Marzo;3.326
Valladolid;Total;Abril;3.145
Valladolid;Total;Mayo;4.326
Valladolid;Total;Junio;4.021
Valladolid;Total;Julio;4.146
Valladolid;Total;Agosto;6.406
Valladolid;Total;Septiembre;4.578
Valladolid;Total;Octubre;4.063
Valladolid;Total;Noviembre;3.497
Valladolid;Total;Diciembre;3.331
Valladolid;Residentes en España;Total;39.942
Valladolid;Residentes en España;Enero;1.427
Valladolid;Residentes en España;Febrero;1.820
Valladolid;Residentes en España;Marzo;3.023
Valladolid;Residentes en España;Abril;2.765
Valladolid;Residentes en España;Mayo;3.933
Valladolid;Residentes en España;Junio;3.639
Valladolid;Residentes en España;Julio;3.580
Valladolid;Residentes en España;Agosto;5.469
Valladolid;Residentes en España;Septiembre;4.046
Valladolid;Residentes en España;Octubre;3.726
Valladolid;Residentes en España;Noviembre;3.317
Valladolid;Residentes en España;Diciembre;3.196
Valladolid;No Residentes;Total;4.373
Valladolid;No Residentes;Enero;113
Valladolid;No Residentes;Febrero;116
Valladolid;No Residentes;Marzo;303
Valladolid;No Residentes;Abril;380
Valladolid;No Residentes;Mayo;393
Valladolid;No Residentes;Junio;382
Valladolid;No Residentes;Julio;566
Valladolid;No Residentes;Agosto;937
Valladolid;No Residentes;Septiembre;531
Valladolid;No Residentes;Octubre;337
Valladolid;No Residentes;Noviembre;180
Valladolid;No Residentes;Diciembre;134
Zamora;Total;Total;71.910
Zamora;Total;Enero;2.752
Zamora;Total;Febrero;3.852
Zamora;Total;Marzo;5.713
Zamora;Total;Abril;3.900
Zamora;Total;Mayo;5.539
Zamora;Total;Junio;5.940
Zamora;Total;Julio;8.380
Zamora;Total;Agosto;12.151
Zamora;Total;Septiembre;5.981
Zamora;Total;Octubre;6.633
Zamora;Total;Noviembre;5.731
Zamora;Total;Diciembre;5.339
Zamora;Residentes en España;Total;64.821
Zamora;Residentes en España;Enero;2.601
Zamora;Residentes en España;Febrero;3.682
Zamora;Residentes en España;Marzo;5.419
Zamora;Residentes en España;Abril;3.584
Zamora;Residentes en España;Mayo;4.593
Zamora;Residentes en España;Junio;5.112
Zamora;Residentes en España;Julio;7.443
Zamora;Residentes en España;Agosto;10.912
Zamora;Residentes en España;Septiembre;5.071
Zamora;Residentes en España;Octubre;6.238
Zamora;Residentes en España;Noviembre;5.100
Zamora;Residentes en España;Diciembre;5.065
Zamora;No Residentes;Total;7.090
Zamora;No Residentes;Enero;151
Zamora;No Residentes;Febrero;169
Zamora;No Residentes;Marzo;294
Zamora;No Residentes;Abril;316
Zamora;No Residentes;Mayo;946
Zamora;No Residentes;Junio;828
Zamora;No Residentes;Julio;937
Zamora;No Residentes;Agosto;1.239
Zamora;No Residentes;Septiembre;910
Zamora;No Residentes;Octubre;395
Zamora;No Residentes;Noviembre;631
Zamora;No Residentes;Diciembre;273
Zaragoza;Total;Total;53.387
Zaragoza;Total;Enero;2.178
Zaragoza;Total;Febrero;2.817
Zaragoza;Total;Marzo;4.677
Zaragoza;Total;Abril;4.131
Zaragoza;Total;Mayo;5.365
Zaragoza;Total;Junio;4.543
Zaragoza;Total;Julio;5.203
Zaragoza;Total;Agosto;7.306
Zaragoza;Total;Septiembre;5.199
Zaragoza;Total;Octubre;4.691
Zaragoza;Total;Noviembre;3.771
Zaragoza;Total;Diciembre;3.507
Zaragoza;Residentes en España;Total;46.936
Zaragoza;Residentes en España;Enero;2.019
Zaragoza;Residentes en España;Febrero;2.494
Zaragoza;Residentes en España;Marzo;4.398
Zaragoza;Residentes en España;Abril;3.617
Zaragoza;Residentes en España;Mayo;4.547
Zaragoza;Residentes en España;Junio;4.048
Zaragoza;Residentes en España;Julio;4.468
Zaragoza;Residentes en España;Agosto;6.024
Zaragoza;Residentes en España;Septiembre;4.234
Zaragoza;Residentes en España;Octubre;4.252
Zaragoza;Residentes en España;Noviembre;3.477
Zaragoza;Residentes en España;Diciembre;3.359
Zaragoza;No Residentes;Total;6.451
Zaragoza;No Residentes;Enero;159
Zaragoza;No Residentes;Febrero;323
Zaragoza;No Residentes;Marzo;278
Zaragoza;No Residentes;Abril;513
Zaragoza;No Residentes;Mayo;818
Zaragoza;No Residentes;Junio;495
Zaragoza;No Residentes;Julio;735
Zaragoza;No Residentes;Agosto;1.282
Zaragoza;No Residentes;Septiembre;966
Zaragoza;No Residentes;Octubre;439
Zaragoza;No Residentes;Noviembre;295
Zaragoza;No Residentes;Diciembre;148
